Temp,Einter,Eintra,Etotal,Pinter,Pintra,Ptotal
146.341,-9.5297,1.27344,-8.25626,29231.9,-27941.5,3361.67
148.393,-9.5493,1.25823,-8.29107,29383.3,-27890.1,3593.57
149.28,-9.63087,1.33702,-8.29385,29767.9,-30589.1,1291.72
145.443,-9.58826,1.24923,-8.33903,28771.1,-27326,3503.6
152.327,-9.50603,1.22371,-8.28232,28945.3,-27321.7,3779.58
146.794,-9.49515,1.17648,-8.31867,28789.2,-25262.4,5604.46
148.702,-9.62446,1.27179,-8.35267,27133.3,-27367.4,1870.56
148.164,-9.60729,1.24318,-8.36411,28502.6,-27129.6,3469.98
151.889,-9.51685,1.20516,-8.31169,28415.6,-27223.1,3342.3
149.098,-9.6407,1.29427,-8.34643,28602.3,-28623.1,2089.43
149.653,-9.58841,1.26334,-8.32507,28501.2,-29552.9,1066.45
150.2,-9.53757,1.19355,-8.34402,28606.4,-26089.3,4642.92
149.46,-9.62637,1.33882,-8.28754,28571.7,-27530,3157.03
147.325,-9.53207,1.27754,-8.25453,28713.6,-29859.5,939.354
148.672,-9.49684,1.23308,-8.26376,28299.9,-28196.3,2207.84
149.819,-9.53773,1.2665,-8.27124,27840.3,-28729.9,1230.89
149.9,-9.49112,1.23462,-8.25649,28020.9,-27067.4,3075.09
151.022,-9.53242,1.22684,-8.30558,27818.8,-27147.3,2808.96
148.448,-9.58493,1.22486,-8.36008,28461,-27453.2,3108.84
149.842,-9.48606,1.24371,-8.24235,27659.3,-26316.4,3463.61
148.245,-9.62138,1.29438,-8.327,27206.5,-29355.2,-50.4895
148.271,-9.59578,1.27357,-8.3222,30523.2,-29117.4,3504.33
148.194,-9.51516,1.20411,-8.31104,28800.3,-27145.9,3751.85
148.591,-9.641,1.31653,-8.32447,28741.6,-30757.9,86.7709
147.781,-9.50789,1.25354,-8.25434,27638.6,-26738.1,2992.15
150.727,-9.54752,1.21562,-8.33191,28377.8,-26028.1,4482.97
150.145,-9.53957,1.25114,-8.28843,28234.4,-25876.7,4482.82
152.076,-9.59037,1.32077,-8.2696,27938.8,-29348.6,742.634
150.779,-9.52412,1.23486,-8.28927,29205.5,-28302,3037.57
152.508,-9.5907,1.30099,-8.28971,29680.5,-28538.6,3300.46
148.114,-9.59582,1.2389,-8.35692,28971,-28713,2354.33
149.626,-9.62897,1.26357,-8.3654,28691.8,-27646.4,3163.08
147.205,-9.56555,1.25825,-8.3073,29287,-26820.7,4549.68
148.37,-9.56055,1.21184,-8.34871,29093,-26683.4,4509.52
148.383,-9.72063,1.30095,-8.41969,30620.9,-28977.1,3743.88
148.009,-9.56654,1.12136,-8.44518,29322.2,-24711.9,6705.09
147.711,-9.58219,1.25102,-8.33117,29328.3,-28451.4,2967.54
146.36,-9.57251,1.19241,-8.3801,28620.2,-28629.6,2062.11
149.401,-9.66397,1.32832,-8.33566,29077,-28604.3,2587.22
147.933,-9.54064,1.20863,-8.33201,28592.9,-25972.5,4714.12
147.024,-9.55193,1.2717,-8.28022,29702.3,-29594.2,2189.02
148.73,-9.60677,1.26095,-8.34583,30370.4,-27236,5239.44
149.597,-9.6094,1.24484,-8.36457,28706.9,-27209.4,3614.9
149.44,-9.53732,1.2485,-8.28882,29495.6,-28490.2,3120.44
149.104,-9.63515,1.25694,-8.37821,29006.2,-29047.7,2068.84
149.168,-9.72412,1.28705,-8.43708,28614.4,-28139.2,2586.49
149.158,-9.65267,1.23013,-8.42255,29246.4,-28930.3,2427.19
147.582,-9.61587,1.28503,-8.33084,29640.9,-29189,2540.72
149.061,-9.67015,1.31397,-8.35619,28877.1,-29770.9,1215.97
148.25,-9.60776,1.28532,-8.32244,28988.5,-29378.4,1708.35
148.298,-9.56258,1.15728,-8.40531,29968.3,-27582.4,4484.75
149.769,-9.58281,1.29414,-8.28867,29516.4,-28839.6,2796.52
147.046,-9.582,1.16043,-8.42158,29221.5,-28491.3,2811.44
148.759,-9.58401,1.24337,-8.34064,29296,-26619,4782.46
149.813,-9.64555,1.23426,-8.41129,30071.1,-27871.9,4319.61
147.508,-9.5575,1.26347,-8.29403,30136.3,-27810.1,4413.92
147.044,-9.60341,1.22644,-8.37697,29847.1,-29286.7,2641.56
147.823,-9.6553,1.26243,-8.39287,29812.8,-29881.7,2023.37
145.037,-9.5576,1.22448,-8.33312,30314,-26766,5600.73
148.493,-9.47912,1.16985,-8.30927,29298.6,-26882.3,4518
147.131,-9.52232,1.18833,-8.33399,28483.8,-25379.6,5186.67
146.956,-9.48616,1.17962,-8.30654,28509.5,-27492.8,3096.6
147.303,-9.55383,1.20744,-8.3464,29482.4,-27690.6,3876.65
149.605,-9.54711,1.26111,-8.286,28532.8,-28137.2,2513.04
148.653,-9.53891,1.2196,-8.31931,27572.3,-28016.6,1659.72
148.24,-9.58909,1.29406,-8.29503,28516.5,-28835.7,1778.99
148.247,-9.57794,1.24282,-8.33512,27883.2,-29260.2,721.138
149.692,-9.5892,1.23114,-8.35806,28973.9,-28447.5,2645.05
148.584,-9.65617,1.26486,-8.39131,29589,-28927.8,2764.22
148.33,-9.69329,1.30388,-8.38941,28220.5,-29596.8,723.137
149.595,-9.60167,1.22214,-8.37953,28952.7,-26783.5,4286.5
150.221,-9.53972,1.22459,-8.31513,28558.3,-27420.9,3263.62
147.271,-9.56122,1.20024,-8.36098,28345.4,-26709.7,3720.07
144.038,-9.55891,1.18269,-8.37622,27725.9,-25413.7,4350.87
150.656,-9.61154,1.25754,-8.35401,28443.3,-26518,4057.65
144.488,-9.49775,1.21006,-8.28769,28707.4,-26028.8,4723.64
149.654,-9.57695,1.25333,-8.32362,29032.7,-29422.9,1727.94
150.243,-9.58204,1.26482,-8.31722,29212.4,-29152.8,2186.07
148.638,-9.55786,1.24208,-8.31577,28984.4,-27864.3,3223.81
148.723,-9.48698,1.21173,-8.27525,27810.3,-28056.8,1858.49
148.864,-9.4809,1.17309,-8.30781,28972.3,-28338.2,2741.02
149.623,-9.54122,1.25608,-8.28514,27085.8,-28088.1,1115.33
148.026,-9.52834,1.23478,-8.29356,27432.2,-25489.1,4038.22
149.505,-9.60306,1.31453,-8.28852,28493.6,-28874.8,1734.76
149.746,-9.6089,1.25839,-8.3505,28387.9,-28983,1524.29
147.44,-9.60834,1.21259,-8.39574,28481,-28877.9,1689.84
149.615,-9.5878,1.24569,-8.34211,28487.3,-28277.6,2327.36
146.225,-9.62396,1.255,-8.36896,29255.4,-28412.5,2912.4
148.091,-9.62287,1.28951,-8.33335,29039,-29460.6,1674.43
146.557,-9.6459,1.29137,-8.35453,30304.1,-27965.8,4412.59
148.32,-9.58031,1.20828,-8.37202,29829.9,-25752.8,6176.25
144.895,-9.52275,1.18666,-8.3361,29169.6,-28006,3214.38
149.026,-9.614,1.24605,-8.36794,29122.4,-28519.5,2712.18
151.295,-9.62188,1.27403,-8.34785,27880.7,-29028.2,993.924
146.484,-9.50963,1.26996,-8.23967,29196.1,-27575.2,3694.13
148.866,-9.53358,1.27373,-8.25985,28515.1,-27965.4,2656.72
148.785,-9.43878,1.18748,-8.2513,29223.7,-25823,5506.55
150.899,-9.63455,1.29281,-8.34174,29710,-30537.9,1307.83
149.242,-9.55875,1.20698,-8.35177,30135.9,-27246.2,5002
146.008,-9.57384,1.21904,-8.3548,29459.9,-27032.7,4493.73
148.192,-9.58496,1.25119,-8.33377,30003.8,-25666.3,6434.93
148.176,-9.72628,1.26407,-8.46222,28915.6,-27564.5,3448.27
147.888,-9.54175,1.22537,-8.31638,30352.2,-28171.9,4273.43
149.723,-9.5884,1.2059,-8.3825,29307.1,-28963.9,2462.28
145.247,-9.6799,1.28528,-8.39462,28688.8,-29838.7,905.833
147.4,-9.62439,1.29582,-8.32857,27637.4,-26993.9,2729.76
147.272,-9.5002,1.24442,-8.25578,29221.5,-29332,1973.86
150.92,-9.6117,1.28529,-8.32641,28888.7,-26625.1,4399.63
147.144,-9.55123,1.19759,-8.35363,29362.4,-25690.8,5754.26
150.708,-9.62063,1.21525,-8.40538,28859.9,-28186.3,2806.66
147.895,-9.62009,1.29497,-8.32512,29829.9,-27520.8,4402.34
150.052,-9.5682,1.24445,-8.32375,29622.3,-27743.7,4002.39
149.643,-9.52162,1.26198,-8.25965,29228,-26638,4707.97
149.122,-9.61021,1.22619,-8.38402,30072.5,-27414.5,4768.66
150.013,-9.62699,1.23772,-8.38928,29586,-27807.1,3902.09
148.205,-9.54503,1.19382,-8.35121,29072.5,-25666.3,5503.79
149.096,-9.54893,1.19632,-8.35261,29113.7,-27143.3,4080.61
147.228,-9.64209,1.27931,-8.36277,30401.9,-27912,4573.72
148.605,-9.64947,1.28989,-8.35958,29887.9,-28798,3193.22
152.252,-9.68311,1.21322,-8.46988,29331.1,-30969.2,516.768
148.117,-9.63457,1.2408,-8.39377,28884.9,-28363.2,2618.01
149.373,-9.60164,1.29851,-8.30314,29481,-30512.9,1082.28
149.161,-9.57305,1.27332,-8.29973,30061.4,-27806.5,4366.03
148.824,-9.62288,1.26905,-8.35383,29389.6,-27544,3952.04
148.981,-9.5491,1.26057,-8.28854,30917.6,-26897,6129.24
149.252,-9.66073,1.25544,-8.40529,29789,-27344.2,4557.23
147,-9.7139,1.23643,-8.47747,28788.3,-28546,2322.87
148.367,-9.63891,1.22908,-8.40983,30416.9,-28145.9,4370.98
149.358,-9.66188,1.25137,-8.41051,31405.9,-29174.1,4345.7
150.035,-9.73813,1.29624,-8.44188,31094.5,-30557.6,2660.44
150.53,-9.70545,1.23602,-8.46942,30220.3,-28876.3,3474.59
148.195,-9.72783,1.28938,-8.43845,30497,-31195.6,1398.89
147.245,-9.61353,1.28065,-8.33288,31689.5,-29106.2,4667.33
148.525,-9.72233,1.28347,-8.43887,30011.9,-29680.2,2433.79
149.342,-9.63189,1.31919,-8.31271,30272.3,-28433.4,3952.57
149.285,-9.59619,1.26024,-8.33595,29465.4,-28723.5,2854.78
148.507,-9.5627,1.24613,-8.31657,30555.1,-27151.9,5505.16
148.928,-9.58575,1.24766,-8.33808,29797.8,-27860.5,4045.1
148.755,-9.56666,1.22969,-8.33697,29846.8,-27421.3,4530.94
148.212,-9.62131,1.3152,-8.3061,29745.9,-28489.1,3354.55
147.424,-9.58311,1.2395,-8.34361,29347.7,-26702.9,4731.36
149.218,-9.58394,1.23695,-8.34699,29076.1,-28500.1,2687.88
146.611,-9.55672,1.30432,-8.2524,29969.2,-27677,4367.24
149.464,-9.48358,1.18157,-8.30201,29134.9,-24338.9,6911.46
147.006,-9.50228,1.24639,-8.2559,29667.2,-27063.6,4684.27
149.43,-9.54142,1.27736,-8.26405,29049.1,-29680.8,1483.24
148.75,-9.64776,1.26432,-8.38344,30211.1,-31161.7,1154.74
148.87,-9.68664,1.33356,-8.35308,29072.2,-31236.4,-57.2112
148.333,-9.57669,1.24736,-8.32933,29290.9,-29178,2212.36
144.906,-9.59549,1.25406,-8.34143,29265.2,-28137.2,3179.01
148.695,-9.52904,1.2246,-8.30444,29401.9,-28820.4,2686.11
149.545,-9.60627,1.27418,-8.33209,28521.7,-29118.3,1519.95
149.777,-9.56287,1.27138,-8.29149,29243.9,-28657,2706.73
149.777,-9.51849,1.24934,-8.26915,29064.7,-28194.7,2989.87
149.745,-9.4992,1.24717,-8.25204,28816.1,-27949.7,2985.82
145.601,-9.57152,1.2503,-8.32121,28506.1,-27706.5,2860.38
149.304,-9.63921,1.22707,-8.41214,28891.1,-25492.8,5511.47
148.592,-9.65726,1.30999,-8.34727,28184.1,-29089.3,1197.89
146.296,-9.50103,1.25556,-8.24547,28886.7,-26516.4,4440.94
147.235,-9.54129,1.16934,-8.37195,29321.7,-27767.1,3638.47
148.165,-9.52192,1.16994,-8.35198,28823.8,-26796.7,4124.19
145.505,-9.56135,1.30243,-8.25892,28535.4,-28070.1,2524.76
149.901,-9.61308,1.29689,-8.31619,29504.8,-28507.2,3119.18
148.363,-9.61404,1.21476,-8.39928,29717.1,-28237.5,3579.36
147.081,-9.49698,1.2111,-8.28588,30501.3,-24454.2,8128.82
146.92,-9.59831,1.29083,-8.30748,29967.7,-29249.9,2797.2
145.905,-9.58012,1.17851,-8.40161,30373.6,-27622.6,4816.06
150.898,-9.7177,1.26315,-8.45456,29480,-28352.3,3263.53
150.141,-9.64649,1.27498,-8.37151,30675.2,-28335,4465.14
148.362,-9.58615,1.27274,-8.31342,30239.9,-26597.3,5742.5
150.019,-9.64017,1.24349,-8.39668,29876.3,-29329.6,2670.06
151.299,-9.66896,1.34547,-8.32349,29392.3,-30073.2,1460.57
149.63,-9.65286,1.25018,-8.40268,30067.6,-27697.4,4488.01
143.142,-9.65728,1.28905,-8.36822,29793.7,-29575.5,2244.15
149.234,-9.61984,1.23333,-8.38651,30422.3,-27426.2,5108.25
146.867,-9.64055,1.20777,-8.43278,30795.4,-28468.6,4405.41
148.195,-9.61458,1.20474,-8.40984,30037.9,-25936.2,6199.18
148.118,-9.60101,1.24347,-8.35754,30688.6,-27717.1,5067.87
149.902,-9.60458,1.26642,-8.33815,29907.5,-28273.1,3756.1
147.997,-9.59512,1.2591,-8.33602,30170.3,-27579.4,4685.58
151.087,-9.64535,1.28786,-8.35749,30235.4,-28845.2,3528.64
146.899,-9.50797,1.21666,-8.2913,29253.9,-27234.9,4098.09
146.938,-9.61837,1.29826,-8.32011,30211.2,-26102.7,6188.2
149.06,-9.69061,1.2629,-8.42771,31596.3,-27137,6569
150.967,-9.63637,1.28232,-8.35405,30945.5,-29824.6,3257.52
146.034,-9.70749,1.3142,-8.39328,30525.2,-30858.5,1733.6
149.408,-9.70397,1.30426,-8.39971,30150.6,-28474.5,3790.72
149.007,-9.66608,1.32209,-8.34398,30997.5,-28600.2,4506.29
149.18,-9.59931,1.25033,-8.34897,30073.9,-26269.4,5915.96
149.058,-9.64408,1.26853,-8.37555,30395.7,-28933,3572.36
150.19,-9.63265,1.25612,-8.37654,31491.1,-29433.6,4183.23
147.24,-9.6629,1.29004,-8.37286,31324.6,-28931.2,4477.36
146.621,-9.7337,1.29299,-8.44071,31477.3,-31889,1663.47
148.111,-9.67459,1.30103,-8.37356,31366.8,-29818.6,3644.48
149.66,-9.69989,1.29324,-8.40666,31952.6,-29093.5,4977.31
148.895,-9.62016,1.23569,-8.38447,31076.9,-27985.2,5199.05
147.195,-9.69836,1.25845,-8.43991,30223.7,-26742.1,5564.87
148.231,-9.77107,1.29479,-8.47628,30541.4,-28607,4032.49
145.116,-9.7775,1.28277,-8.49473,30972.3,-27983.5,5042.66
146.451,-9.72548,1.31321,-8.41227,31500.9,-29825.7,3747.94
146.544,-9.71075,1.25139,-8.45936,30684.8,-28676.9,4081.99
149.289,-9.79164,1.32584,-8.4658,31499.1,-30936.9,2675.16
145.316,-9.78859,1.31788,-8.4707,31487.5,-29956.2,3588.02
146.327,-9.73445,1.25372,-8.48073,31063.3,-28744.2,4390.22
147.781,-9.73728,1.30043,-8.43685,32453.8,-30426,4119.42
149.803,-9.76891,1.30317,-8.46574,31986.4,-29354.9,4751.77
149.742,-9.8431,1.34324,-8.49986,32094.5,-30451.1,3762.82
145.543,-9.75758,1.22797,-8.52961,31748.6,-28445.7,5362.86
146.038,-9.73827,1.24441,-8.49387,32112.5,-29406.6,4772.77
148.068,-9.61823,1.21057,-8.40766,30939.9,-28071.1,4964.42
147.383,-9.58273,1.29465,-8.28808,30611.6,-27889.8,4807.74
149.869,-9.64076,1.25861,-8.38215,30271.9,-27742.4,4650.66
148.899,-9.70264,1.3168,-8.38584,30204.2,-28728.3,3583.31
147.673,-9.64945,1.27229,-8.37716,30841.2,-28134,4797.31
148.403,-9.7023,1.33269,-8.3696,30394.9,-30598.4,1896.89
148.196,-9.66292,1.24703,-8.41589,30378.5,-28350.4,4125.6
151.965,-9.73564,1.31504,-8.4206,31091.1,-28937.5,4304.41
147.984,-9.59479,1.20628,-8.38851,31446.1,-26915.4,6625.17
148.127,-9.57316,1.2057,-8.36746,29824.9,-26120.6,5800.81
149.422,-9.7169,1.34178,-8.37513,29282.6,-29352.3,2045.15
147.394,-9.76366,1.3077,-8.45596,29886.1,-31379.6,592.669
149.419,-9.70064,1.23349,-8.46716,29565.4,-30410.1,1270.12
148.945,-9.65849,1.27743,-8.38106,30278.1,-28563.4,3822.85
148.972,-9.72554,1.16334,-8.5622,30286.9,-28414.4,3981
149.041,-9.61942,1.20622,-8.4132,29920.2,-27653.2,4376.51
149.004,-9.5862,1.19624,-8.38995,30272.1,-28858.5,3522.54
148.353,-9.56058,1.17186,-8.38872,29871.2,-27322.6,4648.24
149.52,-9.57996,1.18663,-8.39333,31936.2,-27531.4,6520.98
150.893,-9.63072,1.2321,-8.39862,29996.8,-28893,3239.47
148.477,-9.65654,1.24964,-8.4069,30309.5,-28498.8,3912.18
147.277,-9.59262,1.21424,-8.37838,29697.8,-25064.3,6718.01
146.821,-9.61506,1.21043,-8.40464,30083.6,-27767.9,4393.71
150.23,-9.67675,1.2756,-8.40115,29487.6,-29533.8,2080.14
147.912,-9.55445,1.2159,-8.33855,28814.8,-26426.9,4481.46
146.706,-9.59007,1.1749,-8.41516,29187.4,-25984.6,5279.14
148.232,-9.65701,1.23929,-8.41773,30249.6,-27956.7,4390.9
148.951,-9.64141,1.28866,-8.35275,29757.8,-30356.3,1509.65
146.262,-9.61703,1.30096,-8.31607,30525.7,-28248.8,4347.1
148.586,-9.84551,1.40232,-8.44319,30197.4,-29668.9,2631.54
145.829,-9.75115,1.30534,-8.44581,31517.9,-29193.6,4388.3
148.786,-9.67106,1.26567,-8.40539,31306.2,-29381.9,4030.13
145.827,-9.68959,1.29665,-8.39294,30958.2,-27108.7,5913.45
148.151,-9.7141,1.23066,-8.48343,30091.7,-27666.4,4522.09
148.156,-9.70262,1.24589,-8.45674,29539.1,-28262.1,3373.85
148.962,-9.59268,1.27332,-8.31936,31220.1,-27548,5780.44
149.704,-9.58683,1.21805,-8.36879,30038.2,-26740.1,5417
149.156,-9.57368,1.26018,-8.31349,29314.9,-28753.9,2672.05
150.461,-9.54807,1.23587,-8.3122,29019.8,-28104.9,3044.44
147.926,-9.61258,1.25937,-8.35321,30251,-29056.6,3288.08
148.398,-9.48299,1.21158,-8.27142,29979.1,-25980.2,6099.18
151.624,-9.59996,1.32434,-8.27562,30461.2,-31305.7,1301.54
147.873,-9.55043,1.21441,-8.33603,30640.5,-27160.5,5572.91
150.37,-9.63634,1.27386,-8.36248,30134,-29298.9,2963.4
145.565,-9.62362,1.19676,-8.42685,29777.6,-28405.4,3432.44
146.918,-9.7035,1.2791,-8.42439,30375.2,-29790.6,2663.98
147.014,-9.66813,1.21881,-8.44932,30589.6,-27650.8,5019.51
148.232,-9.65795,1.27884,-8.37911,30717.8,-29658.4,3157.41
146.347,-9.69708,1.25809,-8.43899,30683.2,-29498.3,3256.18
148.995,-9.66766,1.24877,-8.41889,30384.6,-29475.2,3018.23
148.212,-9.63203,1.24814,-8.38388,30130.1,-26676.5,5551.3
147.19,-9.63536,1.18745,-8.44791,29282.4,-27899.2,3466.49
146.465,-9.56437,1.1942,-8.37016,29197,-24609.4,6660.6
146.913,-9.60599,1.23439,-8.3716,28471.9,-27288,3263.29
144.739,-9.64795,1.23467,-8.41328,29961.8,-29798.8,2211.54
145.053,-9.5731,1.30256,-8.27054,29220.1,-28873.6,2399.49
145.634,-9.651,1.26818,-8.38282,29774.2,-29300.7,2534.69
149.145,-9.62119,1.23028,-8.39091,29421.4,-26830.7,4701.63
147.317,-9.56562,1.20757,-8.35805,29607.3,-28085.8,3606.51
150.18,-9.62797,1.31475,-8.31322,28953.4,-30405.2,673.751
151.825,-9.60584,1.28993,-8.31591,28518.2,-27657.6,3009.42
145.975,-9.72664,1.24545,-8.48119,29287,-29446.3,1906.71
147.227,-9.62125,1.26859,-8.35266,29507.2,-29876.8,1714.13
147.79,-9.72651,1.32164,-8.40487,28395.4,-29686,801.127
148.451,-9.5803,1.19513,-8.38516,28802.1,-26650,4253.19
150.487,-9.69523,1.30855,-8.38667,28243.2,-28977.1,1395.97
145.443,-9.60568,1.26105,-8.34463,29100.2,-27135,4023.73
147.295,-9.6178,1.29565,-8.32215,30585.1,-31243.9,1425.94
148.427,-9.69063,1.24828,-8.44235,28440.8,-29107.4,1434.2
149.739,-9.69276,1.30966,-8.3831,28846.2,-29826,1139.52
147.883,-9.68463,1.29032,-8.39431,29285,-29680.5,1697.58
151.328,-9.66659,1.33675,-8.32984,29875.7,-30106.9,1910.6
149.619,-9.64806,1.23405,-8.41401,28898.4,-28805.4,2210.62
149.654,-9.69491,1.31319,-8.38172,30204.2,-31053.6,1268.78
149.958,-9.60369,1.1578,-8.44589,30042.2,-27415.2,4749.45
148.244,-9.66846,1.28719,-8.38127,29820.7,-28714.9,3203.98
146.955,-9.58071,1.30006,-8.28064,29219.6,-27927.2,3372.29
151.497,-9.59849,1.21216,-8.38633,30122.5,-27793.4,4473.28
147.135,-9.57255,1.22142,-8.35114,29009.3,-25736.6,5355.27
149.316,-9.57097,1.22111,-8.34986,29893.7,-28740,3267.12
146.631,-9.57289,1.27034,-8.30255,29404.8,-27497.7,3982.36
148.618,-9.52371,1.15651,-8.3672,29498.1,-24473.9,7127.68
147.428,-9.55231,1.27598,-8.27634,29362.8,-28132.7,3316.74
147.012,-9.68218,1.30423,-8.37794,29436.3,-29580.8,1936.24
148.511,-9.67061,1.25297,-8.41764,31282.7,-26938.8,6445.78
148.907,-9.77239,1.31511,-8.45728,31419.7,-28438.2,5089.07
146.117,-9.55903,1.23916,-8.31986,31568.6,-27888.5,5748.09
149.36,-9.60056,1.15912,-8.44144,30100.2,-27574.6,4639.58
147.058,-9.63558,1.22847,-8.40711,29349.6,-28870.4,2560.6
148.796,-9.60983,1.18843,-8.4214,30456.9,-28540.4,4022.51
145.803,-9.62153,1.23056,-8.39098,30216.9,-28043.7,4236.87
148.909,-9.60894,1.25976,-8.34918,29506,-28605.3,3008.32
149.213,-9.60556,1.31982,-8.28574,29814.4,-29014.2,2912.14
151.542,-9.63759,1.27572,-8.36187,30506.1,-28939.9,3711.06
147.611,-9.67527,1.30416,-8.37111,30231.4,-27303,5017.64
146.987,-9.59676,1.22994,-8.36682,30511.2,-26551.7,6039.84
149.204,-9.60984,1.20225,-8.40759,30823.3,-27815.3,5119.74
153.514,-9.6662,1.26166,-8.40454,30714.2,-30148.2,2738.72
147.712,-9.64001,1.2221,-8.41792,30952.3,-28523.3,4519.61
148.64,-9.66734,1.29634,-8.371,29750.6,-29869.7,1984.76
149.812,-9.6376,1.27373,-8.36387,30227.1,-27514.2,4833.34
148.233,-9.65102,1.30386,-8.34716,30460.5,-30016.8,2541.79
146.013,-9.67269,1.26648,-8.4062,29340.5,-30009.7,1397.42
146.815,-9.67371,1.24756,-8.42615,29622.9,-29157.4,2543.37
145.674,-9.59881,1.22499,-8.37382,28472,-27726.4,2807.35
147.57,-9.58776,1.21452,-8.37324,29359.4,-28510.9,2937.16
150.712,-9.631,1.22824,-8.40276,29785.6,-27785.6,4133.13
148.685,-9.67096,1.32667,-8.34429,30957.5,-29687.1,3374.84
149.787,-9.59877,1.25267,-8.34609,31080,-25648.2,7551.81
148.256,-9.66481,1.23424,-8.43058,29719.3,-26682.7,5134.9
149.037,-9.64659,1.19678,-8.44981,29741.4,-28470.2,3380.54
148.313,-9.64117,1.26039,-8.38078,30259.9,-28900.4,3458.64
147.688,-9.54169,1.20048,-8.34121,29659,-28109,3640.37
150.827,-9.58965,1.19093,-8.39873,28991.2,-25777.9,5348.07
144.44,-9.70693,1.20778,-8.49916,30142,-28986,3200.36
149.351,-9.65867,1.27022,-8.38845,31313.6,-29469.9,3957.54
147.541,-9.66158,1.20103,-8.46055,30704.5,-28796.6,3996.11
148.068,-9.70063,1.30661,-8.39402,30695.6,-28853.4,3937.88
147.814,-9.72577,1.31221,-8.41356,31458.4,-30441.2,3109.26
148.568,-9.60298,1.26549,-8.33749,30155.4,-28030.1,4228.04
146.639,-9.66687,1.28575,-8.38112,30562.5,-29294.9,3343.14
148.785,-9.7023,1.18573,-8.51657,30363.7,-27876.5,4593.04
147.6,-9.70732,1.29352,-8.4138,30770.6,-27963.6,4896.07
150.274,-9.58784,1.20344,-8.38441,30640,-26625.1,6141.83
148.483,-9.62013,1.26343,-8.3567,31250.5,-30751.8,2600.21
145.823,-9.65692,1.23746,-8.41945,30131,-28842.6,3352.4
149.344,-9.66884,1.26329,-8.40555,30101.2,-27448.8,4766.14
148.577,-9.56052,1.20958,-8.35094,30714.8,-26912,5905.76
147.343,-9.67342,1.26968,-8.40374,28991.2,-29036.6,2040.01
151.595,-9.59927,1.18178,-8.41749,29543.2,-27385.5,4303.21
149.731,-9.65167,1.30183,-8.34984,29816.4,-26990.7,4944.94
147.702,-9.6532,1.21549,-8.4377,28937.7,-28354.8,2673.33
148.762,-9.73395,1.28556,-8.44838,29943.1,-27517.5,4531.12
148.96,-9.59578,1.2641,-8.33168,30657.5,-28687.6,4078.16
146.096,-9.58564,1.25829,-8.32735,29462,-26275.2,5254.6
146.303,-9.59863,1.24233,-8.3563,29673.1,-27606.5,4137.26
151.591,-9.63084,1.25208,-8.37876,30689,-28609.5,4225.05
147.596,-9.69759,1.24979,-8.4478,30987.4,-28114.6,4961.77
149.48,-9.64733,1.21014,-8.43718,29521.1,-28637.7,2999.04
147.026,-9.61977,1.2474,-8.37238,29742.1,-29637.4,2185.61
