Einter,Eintra,Etotal,Pinter,Pintra,Ptotal
-9.63312,1.28969,-8.34343,30039.1,-28263.9,3857.98
-9.7088,1.3267,-8.3821,29595.4,-28295,3387.73
-9.64133,1.31185,-8.32948,28590.1,-29711.6,974.143
-9.64413,1.23165,-8.41248,29115.3,-28253,3003.28
-9.63745,1.27541,-8.36205,30015.5,-29239.9,2874.96
-9.65185,1.35504,-8.29681,29354.9,-27483.4,3965.58
-9.71697,1.33571,-8.38125,29560.6,-27855.6,3852.39
-9.63704,1.24212,-8.39493,30034.1,-27722.4,4433.36
-9.69074,1.27738,-8.41337,29801.2,-28782.8,3152.88
-9.6131,1.22186,-8.39123,29908.8,-27017,5005.33
-9.66847,1.27063,-8.39784,29231.5,-29774.6,1595.9
-9.58112,1.27518,-8.30594,29806.2,-27837.6,4062.23
-9.68039,1.27913,-8.40126,29549.7,-33549.4,-1864.93
-9.61374,1.30399,-8.30975,30803.4,-28972.1,3930.37
-9.61213,1.25433,-8.3578,29798.3,-27465.3,4427.37
-9.49928,1.16363,-8.33566,30022.2,-25765.2,6355.22
-9.55896,1.21831,-8.34065,29894.2,-26428.4,5568.87
-9.66048,1.3181,-8.34238,29348.7,-29314,2148.09
-9.74551,1.37142,-8.37409,28729.7,-29144.6,1703.39
-9.60853,1.26383,-8.3447,29089.9,-26321.5,4883.98
-9.60415,1.21767,-8.38648,31287.7,-28753.9,4648.29
-9.59666,1.26104,-8.33562,30573.9,-26479.9,6199.95
-9.65398,1.25463,-8.39935,29778.9,-28182,3689.92
-9.66606,1.31134,-8.35472,29664.1,-28120.7,3623.7
-9.64584,1.22588,-8.41997,29746.3,-26815.6,5007.02
-9.71142,1.25915,-8.45226,29509.7,-28105.5,3512.51
-9.75381,1.37144,-8.38237,30322.8,-29894.3,2534.73
-9.67932,1.32815,-8.35116,29566.7,-29611,2075
-9.77176,1.27914,-8.49261,29400.6,-30368.7,1121.43
-9.62535,1.25877,-8.36657,29690.9,-28825.2,2992.28
-9.71923,1.29125,-8.42798,29632.4,-29428.3,2321.78
-9.69067,1.26221,-8.42846,30172.4,-29000,3278.6
-9.71683,1.30629,-8.41054,30163.2,-30202.9,2062.66
-9.59277,1.20062,-8.39215,31189.9,-26413.3,6902.62
-9.78197,1.39297,-8.389,31086.5,-31978.6,1226.56
-9.62866,1.19916,-8.42951,29460.9,-27692.7,3818.46
-9.68983,1.27597,-8.41386,29733.5,-30966.6,901.934
-9.67969,1.24888,-8.43081,30384.8,-28055.5,4436.89
-9.72801,1.31818,-8.40983,30057.3,-29153.2,3058.05
-9.5888,1.27147,-8.31734,29670.2,-27458.1,4340.43
-9.61506,1.29351,-8.32154,30187.7,-29689.3,2597.27
-9.54281,1.20535,-8.33746,29991.2,-26941.4,5158.61
-9.60575,1.247,-8.35876,30093.9,-26544.6,5668.73
-9.60928,1.24082,-8.36847,29766.4,-27806,4059.35
-9.64057,1.26569,-8.37488,29654.5,-27942.3,3810.15
-9.61312,1.28384,-8.32928,29712.3,-29359.1,2490.41
-9.66505,1.21744,-8.4476,29478.8,-28489,3148.11
-9.57806,1.21079,-8.36727,30098.6,-28138,4068.02
-9.70391,1.29058,-8.41333,30453.9,-29762,2791.16
-9.7659,1.28918,-8.47673,30380.1,-29661.4,2851.91
-9.69891,1.27983,-8.41908,29163.9,-28276.7,2993.56
-9.70341,1.25151,-8.4519,29363.1,-28462.1,3022.83
-9.58098,1.27202,-8.30896,29399.9,-29286.7,2242.68
-9.53384,1.23032,-8.30351,29556.7,-27114.2,4537.41
-9.60082,1.22285,-8.37798,29247.5,-27661,3704.67
-9.56987,1.28591,-8.28395,29347.5,-29824.1,1632.48
-9.53408,1.30566,-8.22842,28879.6,-28800.9,2207.86
-9.52309,1.32047,-8.20262,29653.8,-29488.5,2316.52
-9.62745,1.3654,-8.26205,28616.3,-30074.1,697.185
-9.56104,1.23249,-8.32855,28434,-26235.7,4331.94
-9.55139,1.21145,-8.33995,30217.1,-27032.9,5294.92
-9.65423,1.29433,-8.3599,30072.9,-28595.8,3571.66
-9.59964,1.31995,-8.27969,29268.9,-28536.7,2804.57
-9.65084,1.33692,-8.31392,29133.8,-28992.5,2251.81
-9.63197,1.29217,-8.33981,29298.4,-28140.9,3272.92
-9.57233,1.26791,-8.30441,28608,-26125.5,4588.48
-9.54262,1.21511,-8.32751,28781.4,-26433.9,4411.43
-9.5433,1.27434,-8.26896,30419.7,-27779.1,4748.32
-9.52187,1.20363,-8.31824,30360.6,-27585,4907.3
-9.60063,1.33511,-8.26552,29346.6,-30298.3,1192.77
-9.58088,1.28932,-8.29156,27950.6,-29693.3,344.134
-9.49838,1.22219,-8.27619,28644.6,-26601.7,4152.28
-9.44325,1.1964,-8.24684,29049.3,-27740.4,3373.54
-9.58124,1.28017,-8.30107,29628.2,-28603.5,3150.92
-9.51204,1.29773,-8.21431,30402.3,-27683.5,4803.21
-9.65931,1.28448,-8.37482,29290.5,-26928.4,4475.76
-9.61544,1.29795,-8.31748,29282.5,-28370.5,3037.86
-9.59013,1.27159,-8.31854,29465.1,-29728,1847.83
-9.50692,1.28114,-8.22578,29791.5,-28017.9,3883.45
-9.58885,1.29873,-8.29012,29968.9,-27695.8,4347.3
-9.53119,1.22284,-8.30835,29334.4,-30569.3,877.919
-9.58131,1.28172,-8.29958,30442.7,-28683.2,3871.39
-9.60395,1.32559,-8.27836,29850.1,-27893.4,4042.62
-9.63309,1.2976,-8.33549,29504.2,-30693.1,951.418
-9.56243,1.25401,-8.30842,29683.1,-29343.5,2457.79
-9.52852,1.2463,-8.28223,29699.5,-29261.1,2571.84
-9.52823,1.2884,-8.23983,29821.3,-26521,5433.2
-9.5533,1.27231,-8.281,30356.9,-28824.7,3646.28
-9.6691,1.32888,-8.34022,30659.6,-29286.6,3451.03
-9.58939,1.25012,-8.33927,30078,-26131.2,6059.15
-9.61681,1.29387,-8.32294,30514.3,-29905.3,2704.34
-9.62925,1.29098,-8.33827,31443.2,-29321.4,4213.29
-9.57192,1.24119,-8.33073,30393.8,-26395.1,6118.84
-9.56934,1.23593,-8.33341,30570.7,-27743,4914.03
-9.64958,1.31596,-8.33362,30783.5,-28612.8,4267.02
-9.56728,1.25611,-8.31118,30728,-27290.9,5525.6
-9.61004,1.30194,-8.3081,28914.1,-27938.4,3125.77
-9.54749,1.24011,-8.30737,29517.3,-27634,3979.28
-9.78601,1.3803,-8.40571,29369.6,-30924.1,575.561
-9.62731,1.30723,-8.32008,29219.8,-30273.5,1038.69
-9.66336,1.25925,-8.40411,29820.6,-27721.3,4199.57
-9.6481,1.24585,-8.40225,30161.5,-27117,5159.84
-9.61001,1.30624,-8.30377,29058.7,-24492.7,6668.28
-9.59066,1.23869,-8.35197,28897,-28099,2895.04
-9.61299,1.26841,-8.34457,29505.9,-29181.3,2429.43
-9.66401,1.29879,-8.36522,29926,-28314.6,3737.08
-9.64266,1.31283,-8.32983,30551.8,-30108.4,2524.26
-9.60929,1.29941,-8.30988,30299,-27665.8,4736.94
-9.59617,1.20265,-8.39352,29747.7,-26783.2,5065.28
-9.64551,1.28429,-8.36122,30440.2,-27857.3,4693.36
-9.7242,1.29675,-8.42745,30459.9,-30160.4,2430.35
-9.64265,1.24503,-8.39762,30371.3,-26406.5,6074.96
-9.57892,1.22004,-8.35888,30039.9,-29412.1,2739.76
-9.63874,1.27837,-8.36037,28406.3,-27102.2,3439.19
-9.5396,1.21164,-8.32797,29237.8,-25797.5,5545.64
-9.58686,1.25552,-8.33134,30625.9,-28050.9,4675.11
-9.67648,1.25834,-8.41814,30985.5,-28206.9,4894.64
-9.67302,1.20711,-8.46592,29699,-27658.8,4148.59
-9.69264,1.27964,-8.413,29871.8,-26635.8,5316.77
-9.64962,1.22712,-8.4225,29291.6,-28275.2,3123.86
-9.63892,1.24739,-8.39154,28861,-28596.6,2400.82
-9.61819,1.25428,-8.36391,29391.4,-29506.7,1972.85
-9.54641,1.17471,-8.3717,29741.3,-26476,5343.7
-9.51845,1.13789,-8.38055,29097.6,-26032,5144.91
-9.69454,1.29986,-8.39468,30779.7,-29320.2,3555.22
-9.64895,1.25191,-8.39704,30947.9,-27314.5,5715.78
-9.58361,1.16942,-8.41418,31901.4,-25583,8448.15
-9.71582,1.24192,-8.47391,30605.2,-27853.5,4873.36
-9.68544,1.25171,-8.43374,29931.8,-28535.1,3489.55
-9.62203,1.30646,-8.31557,30780.4,-27578.7,5275.37
-9.67365,1.31303,-8.36061,32234.2,-27803,6521.9
-9.63488,1.27355,-8.36133,31554.9,-27219.5,6431.2
-9.73646,1.29545,-8.44101,30778.2,-29562.6,3322.91
-9.70048,1.27789,-8.42258,31353.6,-27352,6133.33
-9.75459,1.31691,-8.43768,30483.2,-30437,2182.25
-9.69411,1.23037,-8.46373,30272.8,-27279.6,5078.05
-9.6656,1.29296,-8.37264,30537.1,-29703.4,2951.75
-9.7942,1.27987,-8.51434,29897.8,-30502.7,1494.46
-9.71754,1.29456,-8.42298,30478.2,-30149.8,2423.27
-9.66779,1.22648,-8.44131,30622,-26330.8,6398.1
-9.63155,1.25901,-8.37255,29831.3,-27241.5,4710.87
-9.70156,1.28403,-8.41752,30221.4,-27882.8,4483.89
-9.72167,1.26572,-8.45595,30089.8,-28030.7,4190.11
-9.70096,1.31591,-8.38505,29901,-30112.5,1922.28
-9.75143,1.25869,-8.49273,29845.4,-28604.2,3337.27
-9.80541,1.2783,-8.52711,30083.6,-29980.2,2247.46
-9.58343,1.26091,-8.32252,30688.9,-28709,4093.68
-9.65285,1.31444,-8.33841,29509.9,-29779.1,1842.68
-9.67411,1.26408,-8.41002,29862.3,-26928,5070.31
-9.64308,1.2289,-8.41419,31068.7,-28397.8,4795.33
-9.60909,1.25677,-8.35232,29326.4,-28109.8,3313.5
-9.64875,1.28475,-8.364,30297.7,-27136.1,5249.31
-9.59929,1.26737,-8.33193,30060.7,-27375.6,4813.63
-9.52092,1.19501,-8.32591,30545.8,-27971,4676.07
-9.57506,1.18057,-8.39449,30183.7,-26850.7,5441.61
-9.53223,1.27036,-8.26187,30010.7,-26473.6,5601.69
-9.63136,1.34228,-8.28908,29503.7,-30736.9,902.31
-9.58395,1.26251,-8.32145,29297.5,-26981.8,4454.67
-9.58899,1.26277,-8.32623,28976.9,-26677.6,4380.56
-9.53343,1.26958,-8.26384,27939.1,-27599.3,2381.68
-9.59246,1.29341,-8.29905,29161.4,-26907.7,4339.05
-9.64117,1.25938,-8.38179,29092.8,-27367.4,3842.84
-9.56487,1.23724,-8.32764,29223.2,-27493.3,3838.84
-9.61392,1.26886,-8.34506,29776,-29016,2887.04
-9.56765,1.23068,-8.33697,28341.8,-27604.7,2828.1
-9.50347,1.18882,-8.31465,29636.9,-27919.6,3802.95
-9.55502,1.24507,-8.30995,29899.1,-28391.3,3631.64
-9.5974,1.21635,-8.38105,29196.7,-29142.3,2195.74
-9.56353,1.23877,-8.32477,29265.5,-26710.2,4662.89
-9.56835,1.27439,-8.29396,29444.7,-28634.4,2890.13
-9.59933,1.23227,-8.36706,29653.9,-27783.2,3975.17
-9.49964,1.24305,-8.25659,29752.3,-26238.4,5627.47
-9.60583,1.31616,-8.28968,31222.2,-29787.4,3572.07
-9.6113,1.31706,-8.29424,29717.4,-29886,1957.83
-9.56165,1.25995,-8.3017,29172.8,-27743.3,3567.28
-9.5304,1.24559,-8.2848,29338.7,-27114.5,4337.03
-9.54937,1.29931,-8.25006,28622.4,-29336,1384.11
-9.57869,1.27778,-8.30091,29135.9,-27121.8,4121.6
-9.52871,1.25652,-8.27219,29730.2,-27843.4,4019.79
-9.52564,1.24231,-8.28333,29881.3,-29617.2,2396.96
-9.52248,1.22914,-8.29334,29769.1,-26426.1,5464.05
-9.56375,1.24465,-8.3191,29009.8,-26656.4,4468.47
-9.6314,1.24591,-8.38549,29869.7,-27926,4061.19
-9.59277,1.25058,-8.34219,30730.9,-28269.6,4556.15
-9.56875,1.20211,-8.36663,29583.7,-26748.8,4977.44
-9.50341,1.20759,-8.29582,30998.6,-28704.3,4410.04
-9.573,1.28571,-8.28728,28763.2,-30559.4,344.745
-9.43739,1.22387,-8.21352,30425.8,-27146.5,5394.24
-9.46931,1.27314,-8.19616,30140,-28164.9,4093.21
-9.53337,1.24572,-8.28765,29815.3,-27292.5,4657.02
-9.5054,1.35984,-8.14556,29979.9,-30175.8,1938.7
-9.55218,1.25908,-8.2931,28821.1,-27612.6,3311.35
-9.58406,1.27156,-8.31249,28759.7,-28360.5,2502.36
-9.502,1.25253,-8.24946,29639.5,-27489.8,4273.42
-9.53303,1.28648,-8.24655,28986.9,-28978,2118.04
-9.49211,1.22347,-8.26864,29771.2,-27462.3,4443.18
-9.5671,1.19234,-8.37477,28414,-27064.5,3452.13
-9.52615,1.17834,-8.34781,29580.2,-27339.4,4357.13
-9.55085,1.33767,-8.21317,28197.3,-25669.2,4649.04
-9.4914,1.23106,-8.26034,29109.8,-27428.3,3755.2
-9.58034,1.29932,-8.28102,29807.6,-29671,2263.81
-9.54962,1.21154,-8.33808,29602.2,-28115.9,3588.6
-9.5834,1.25357,-8.32984,28730,-28307.1,2550.59
-9.52698,1.25068,-8.2763,29137.6,-28004.4,3210.39
-9.52724,1.28098,-8.24625,29338.2,-27944.7,3476.1
-9.55122,1.25109,-8.30013,29663.2,-26794.9,4978.7
-9.43865,1.22784,-8.2108,29399.6,-24896.7,6606.89
-9.51296,1.28493,-8.22804,28939.4,-25944.9,5106.61
-9.63387,1.35536,-8.27851,28793.8,-28547,2373.05
-9.54336,1.30613,-8.23723,29375,-28016.6,3469.24
-9.41441,1.1685,-8.24591,29050.1,-25391.1,5744.88
-9.56695,1.27289,-8.29407,29384.6,-26624.7,4906.16
-9.59437,1.34936,-8.245,30598.1,-28426.3,4315.17
-9.67974,1.32021,-8.35953,30296.5,-30531.6,1886.83
-9.59748,1.25941,-8.33807,30458.5,-28615.6,3955.42
-9.71904,1.27044,-8.4486,29204.5,-30907.5,382.12
-9.63823,1.23785,-8.40039,30036,-27878.5,4253.77
-9.66168,1.25212,-8.40956,29157.6,-28393.1,2848.59
-9.66702,1.26319,-8.40384,30425.6,-28956.2,3559.91
-9.66824,1.20733,-8.46091,29906.3,-27612.7,4391.3
-9.64444,1.18895,-8.45549,29449.6,-26652.7,4946.32
-9.68012,1.39481,-8.28531,29618,-31067.7,643.146
-9.6504,1.24263,-8.40776,29751.4,-27085.5,4749.38
-9.67803,1.27901,-8.39902,30346.6,-27649.5,4803.53
-9.74048,1.26096,-8.47952,29346,-28204.7,3237.43
-9.63711,1.21758,-8.41953,29423.4,-26171.2,5327.39
-9.5886,1.24046,-8.34814,30042.9,-28229,3908.12
-9.57438,1.2144,-8.35999,30189.9,-27432.9,4856.86
-9.57596,1.26196,-8.314,29931,-27099.7,4906.09
-9.54051,1.21742,-8.32309,29733.3,-26812.8,5037.74
-9.63884,1.31534,-8.32349,31268.9,-30194,3207.53
-9.55672,1.27297,-8.28376,29553.8,-28233.8,3455.02
-9.65488,1.32067,-8.33421,29965.4,-30192.2,1844.14
-9.55617,1.20126,-8.35491,30097.9,-28708.3,3534.7
-9.62705,1.23609,-8.39096,30627.5,-25358.4,7374.89
-9.6546,1.27863,-8.37596,29848.4,-27097.1,4825.38
-9.63572,1.25578,-8.37994,29441.4,-28544.1,3037.91
-9.67701,1.32244,-8.35457,30271.5,-28774.2,3606.31
-9.61075,1.24478,-8.36597,29993.3,-27000.8,5100.95
-9.68076,1.23879,-8.44197,29063.1,-29086,2067.84
-9.61395,1.24372,-8.37022,29834.8,-25765.9,6197.98
-9.6526,1.23921,-8.4134,29106.7,-27937.1,3271.98
-9.54628,1.2767,-8.26958,30354.6,-27528,5004.31
-9.70755,1.30092,-8.40663,29025.2,-28324.2,2822.29
-9.62493,1.2916,-8.33333,29712.2,-29125.1,2720.33
-9.72514,1.33989,-8.38525,30618.5,-28862.5,3876.27
-9.68996,1.31209,-8.37787,31118.3,-28431.1,4813.98
-9.65219,1.23614,-8.41605,29665.8,-27072.6,4728.68
-9.58139,1.2652,-8.31619,30165.5,-29828.7,2471.75
-9.71529,1.3348,-8.38048,29781.3,-30265.6,1653.14
-9.73636,1.30829,-8.42807,30707.7,-28091.9,4727.77
-9.66914,1.3286,-8.34054,30979.2,-30802.3,2283.1
-9.66948,1.26638,-8.4031,30943.4,-26914.5,6137.97
-9.62389,1.26683,-8.35706,30333.3,-28471.7,3967.34
-9.62522,1.22314,-8.40207,30816.8,-28063.1,4878.17
-9.56036,1.17366,-8.3867,30366.8,-25327.9,7109.35
-9.69311,1.3227,-8.37041,30571.4,-28808.4,3877.53
-9.61475,1.32477,-8.28997,29919.9,-27454.1,4588.07
-9.56815,1.22902,-8.33912,30156.5,-24855.6,7391.34
-9.65399,1.31423,-8.33977,30588.4,-28696.4,4006.59
-9.63535,1.23039,-8.40496,30654,-28006.5,4771.31
-9.72877,1.30609,-8.42268,30431.4,-29043.2,3488.72
-9.63649,1.37336,-8.26313,29928.6,-30846.4,1171.65
-9.58121,1.31266,-8.26856,28416.7,-28535.2,2054.68
-9.52296,1.28186,-8.2411,28545.3,-29097.9,1571.25
-9.60568,1.30964,-8.29604,29078.2,-30410.3,810.501
-9.49206,1.20061,-8.29145,28741.4,-25164.4,5685.66
-9.601,1.23547,-8.36553,29529.4,-28016.9,3615.14
-9.63725,1.31941,-8.31784,28711.9,-31467.8,-590.001
-9.60021,1.20097,-8.39924,29096.1,-28235.9,3011.62
-9.58713,1.27361,-8.31352,29048.4,-28563.8,2646.67
-9.60057,1.32788,-8.27269,29533.9,-30055.1,1615.24
-9.56992,1.26237,-8.30755,29437,-26666.1,4883.68
-9.59958,1.20534,-8.39424,28595.2,-26659,4058.83
-9.76234,1.29382,-8.46852,31341.6,-28964.6,4512.19
-9.84319,1.32754,-8.51564,30729.4,-30577.4,2243.3
-9.81307,1.29633,-8.51674,29701.2,-29311.7,2501.94
-9.70261,1.25721,-8.4454,29918.8,-28814.4,3284.13
-9.7168,1.31468,-8.40212,30185.7,-30396.9,1909.69
-9.703,1.35101,-8.352,29209.4,-28472.3,2865.73
-9.59015,1.26327,-8.32688,29459.1,-27488.8,4081.98
-9.70405,1.30544,-8.3986,29876.2,-27077,4898.57
-9.71921,1.27982,-8.43938,29568.6,-28620.4,3053.45
-9.68135,1.25111,-8.43024,28622.7,-27595.9,3152.42
-9.63495,1.23304,-8.40191,29524,-26952,4730.11
-9.72031,1.27727,-8.44304,29787.2,-29559.3,2320.38
-9.66527,1.28408,-8.38119,30626.5,-27731.9,5008.42
-9.69844,1.24433,-8.45412,30101,-28812,3394.26
-9.63995,1.25711,-8.38284,30502.1,-28187,4418.55
-9.65255,1.27538,-8.37716,28886.6,-28332.5,2605.82
-9.65829,1.28084,-8.37745,29617,-27448.5,4318.36
-9.70956,1.2953,-8.41425,30399.6,-29774.5,2731.56
-9.7147,1.27216,-8.44254,30957.9,-30311,2733.48
-9.75623,1.34822,-8.40801,30435.4,-28632.6,3925.35
-9.71373,1.34201,-8.37172,30086.2,-32020.4,209.466
-9.66896,1.25663,-8.41233,30043.6,-28436.6,3756.22
-9.68301,1.24108,-8.44193,30535.8,-30147.9,2475.84
-9.644,1.25608,-8.38792,29375.3,-27256.5,4199.57
-9.59021,1.2765,-8.31371,30521.3,-27260.4,5344.39
-9.68866,1.26422,-8.42443,30223,-27542.3,4801.58
-9.71054,1.36532,-8.34522,30548.7,-29332.6,3349.89
-9.68521,1.30921,-8.376,30321.6,-29751,2703.42
-9.6497,1.24275,-8.40695,29135.7,-30079.4,1132.08
-9.60693,1.31536,-8.29157,32148.3,-28756.1,5466.21
-9.55509,1.26271,-8.29238,31913,-28295.5,5714.45
-9.68473,1.27828,-8.40644,31067.5,-27921.3,5220.94
-9.69145,1.22454,-8.46691,30802.6,-26937.1,5999.43
-9.66693,1.3177,-8.34923,30150.1,-29914.8,2334.57
-9.54807,1.24304,-8.30503,30345.2,-27291.7,5146.32
-9.64016,1.3185,-8.32166,31167.6,-28431.9,4842.47
-9.60694,1.22605,-8.38089,30800.7,-27670.8,5227.01
-9.59681,1.3089,-8.28791,30044.9,-30002.9,2172
-9.56939,1.25915,-8.31024,30172.4,-27422.4,4849.46
-9.53584,1.29445,-8.24139,31260.4,-29916.4,3447.68
-9.58002,1.21919,-8.36083,31149.3,-29249.1,4067.28
-9.48695,1.23954,-8.24741,31062.9,-26551.3,6617.36
-9.67982,1.29606,-8.38375,30758.8,-30166.6,2737.33
-9.53163,1.26462,-8.26702,30008.6,-26502.7,5577.8
-9.65276,1.27404,-8.37872,30885.1,-28691.9,4288.74
-9.5681,1.20244,-8.36566,30917,-28624.3,4386.03
-9.65436,1.29924,-8.35511,30957.6,-28401.3,4717.96
-9.6783,1.24864,-8.42966,30090.8,-28293.5,3926
-9.55025,1.23425,-8.316,29815,-24763,7130.57
-9.6488,1.30396,-8.34484,29982,-29956.3,2144.3
-9.57197,1.23288,-8.33909,30000.2,-29154.2,2984.48
-9.56759,1.31516,-8.25243,29380.6,-27814.4,3641.91
-9.54971,1.23296,-8.31675,29101,-27781.5,3450.31
-9.61872,1.27701,-8.34171,29376.9,-28556,2968.67
-9.49793,1.25361,-8.24432,29826.2,-26619.6,5336.18
-9.50943,1.25699,-8.25244,28315.7,-27459.9,2972.99
-9.67966,1.30489,-8.37477,29492.5,-28935.4,2690.18
-9.50109,1.19463,-8.30646,30077.9,-26426.4,5734.45
-9.547,1.246,-8.301,30507.7,-26840.1,5785.69
-9.55811,1.25595,-8.30216,29703.3,-26768.1,5057.11
-9.54311,1.20077,-8.34234,30059.4,-28936.4,3260.02
-9.50381,1.26727,-8.23654,30126.6,-27232.3,5027.2
-9.63605,1.26083,-8.37522,29262.6,-27137.5,4234.16
-9.65356,1.25382,-8.39974,30070.8,-28863.2,3318.79
-9.59104,1.29463,-8.29641,29573.8,-27621.3,4094.24
-9.63919,1.32472,-8.31447,29238.3,-28279.3,3132.56
-9.56318,1.26808,-8.2951,29369.4,-27765.7,3722.96
-9.53971,1.26758,-8.27213,28988.9,-27330.9,3775.47
-9.57033,1.282,-8.28833,28366.4,-26797.6,3674.34
-9.62431,1.29343,-8.33088,28784.2,-27150.9,3712.65
-9.48356,1.23444,-8.24912,29817.3,-25237.2,6674.99
-9.67125,1.30178,-8.36947,29258.2,-28164.3,3201.82
-9.60399,1.22399,-8.38001,29437,-26587,4919.55
-9.61305,1.26774,-8.34532,30029,-27368.3,4785.89
-9.69979,1.25842,-8.44137,29080.8,-27697.1,3519.65
-9.66795,1.26119,-8.40675,30864.4,-28449.2,4519.38
-9.6379,1.26551,-8.37239,29207.9,-29682.4,1666.84
-9.62743,1.29398,-8.33345,30055.3,-29203.4,2984.06
-9.63687,1.26244,-8.37443,29350.6,-29392.8,2107.93
-9.584,1.24732,-8.33669,30319,-28264.3,4171.74
-9.54941,1.30414,-8.24527,29061,-27634.5,3537.61
-9.40559,1.13945,-8.26614,29644,-25059,6706.97
-9.57774,1.24918,-8.32856,28917.4,-26957,4058.73
-9.6048,1.26291,-8.3419,29342.3,-27711,3736.07
-9.5429,1.22757,-8.31534,30440.1,-27348.6,5214.01
