# Angle (degree),  Occurrence
70.25000000,  0.000000000
70.75000000,  0.000000000
71.25000000,  0.000000000
71.75000000,  0.000000000
72.25000000,  0.000000000
72.75000000,  0.000000000
73.25000000,  0.000000000
73.75000000,  0.000000000
74.25000000,  0.000000000
74.75000000,  0.000000000
75.25000000,  0.000000000
75.75000000,  0.000000000
76.25000000,  0.000000000
76.75000000,  0.000000000
77.25000000,  0.000000000
77.75000000,  0.000000000
78.25000000,  0.000000000
78.75000000,  0.000000000
79.25000000,  0.000000000
79.75000000,  0.000000000
80.25000000,  0.003174753881
80.75000000,  0.002449913472
81.25000000,  0.001657013234
81.75000000,  0.005944905861
82.25000000,  0.008354983045
82.75000000,  0.01110741675
83.25000000,  0.02794285176
83.75000000,  0.02221457245
84.25000000,  0.02676484756
84.75000000,  0.05412408838
85.25000000,  0.07736669519
85.75000000,  0.1023031357
86.25000000,  0.1760650935
86.75000000,  0.2512391760
87.25000000,  0.3808126607
87.75000000,  0.5558398069
88.25000000,  0.7374939130
88.75000000,  1.084874951
89.25000000,  1.463731304
89.75000000,  1.993487084
90.25000000,  2.725278874
90.75000000,  3.657760701
91.25000000,  4.836703502
91.75000000,  6.436315575
92.25000000,  8.306263090
92.75000000,  10.93250852
93.25000000,  13.59213535
93.75000000,  17.33696632
94.25000000,  21.91696953
94.75000000,  27.11759112
95.25000000,  33.08295277
95.75000000,  40.88022516
96.25000000,  49.54178619
96.75000000,  59.41577666
97.25000000,  70.92595404
97.75000000,  82.63386730
98.25000000,  97.53221148
98.75000000,  114.7123174
99.25000000,  132.5102486
99.75000000,  150.2986886
100.2500000,  170.5360267
100.7500000,  191.7558632
101.2500000,  214.0760312
101.7500000,  237.2611867
102.2500000,  259.9949561
102.7500000,  283.7683337
103.2500000,  306.6184967
103.7500000,  328.8663748
104.2500000,  349.8811760
104.7500000,  369.7663880
105.2500000,  386.0056067
105.7500000,  401.1839222
106.2500000,  413.0292398
106.7500000,  421.6984614
107.2500000,  428.1909979
107.7500000,  429.0823332
108.2500000,  426.8807420
108.7500000,  422.1564189
109.2500000,  416.7866133
109.7500000,  404.7986050
110.2500000,  390.9876279
110.7500000,  373.4310762
111.2500000,  355.5465578
111.7500000,  335.4917011
112.2500000,  312.9877464
112.7500000,  289.8274340
113.2500000,  267.6477319
113.7500000,  245.7610696
114.2500000,  222.0747655
114.7500000,  198.5325901
115.2500000,  176.9997625
115.7500000,  156.1612781
116.2500000,  137.4802618
116.7500000,  119.9833434
117.2500000,  103.1557624
117.7500000,  88.06825429
118.2500000,  75.76995892
118.7500000,  63.43671406
119.2500000,  53.27448096
119.7500000,  43.69158993
120.2500000,  36.18570952
120.7500000,  29.54408069
121.2500000,  23.75429203
121.7500000,  19.18557696
122.2500000,  15.05604006
122.7500000,  11.70162617
123.2500000,  9.129887933
123.7500000,  6.958152403
124.2500000,  5.555474366
124.7500000,  4.211888485
125.2500000,  3.068094141
125.7500000,  2.234424051
126.2500000,  1.616496511
126.7500000,  1.182770535
127.2500000,  0.8887764738
127.7500000,  0.7019794229
128.2500000,  0.4194339102
128.7500000,  0.2753857533
129.2500000,  0.1645941659
129.7500000,  0.1383659859
