#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Speed (ns/day)"
52,-22674.49705706528,2939.118176376138,-19735.378880689143,156.0680997407194,103
54,-22773.37822833477,2838.905934899305,-19934.472293435465,150.74679819396394,104
56,-22554.588821532292,2846.089436554246,-19708.499384978048,151.12824439159635,103
58,-22909.867064283273,2812.0159594113147,-20097.85110487196,149.3189320366189,103
60,-22658.094110739068,2823.6523773697736,-19834.441733369295,149.93682949074736,102
62,-22824.871444476157,2876.3364706155035,-19948.534973860653,152.73437141523092,102
64,-22564.54064376958,2827.2024314703317,-19737.338212299248,150.12533848024773,101
66,-22787.093969547364,2895.951811405248,-19891.142158142116,153.77595218167585,101
68,-22614.839927635272,2908.9036437054056,-19705.936283929866,154.46369855114588,102
70,-22821.639179130318,2863.115344729939,-19958.523834400377,152.03232547166255,102
72,-22804.30426347442,2877.099502668065,-19927.204760806355,152.77488865725326,101
74,-22695.878668776015,2888.2171319700883,-19807.66153680593,153.36523827052667,102
76,-22923.447365215863,2910.8677459441096,-20012.579619271753,154.56799299787988,103
78,-22779.330485559563,2793.908098050021,-19985.42238750954,148.35739890204113,103
80,-22596.50829484944,2860.1775224080443,-19736.330772441393,151.87632618220246,103
82,-22629.0683999467,2899.848614428334,-19729.219785518366,153.9828736480412,103
84,-22617.19003321443,2836.0381447018294,-19781.1518885126,150.59451763234088,103
86,-22924.192333761137,2820.295741773356,-20103.89659198778,149.7585910846616,103
88,-22973.01522694563,2844.731039481444,-20128.284187464185,151.05611307971185,102
90,-22895.557664592503,2851.3847159019947,-20044.17294869051,151.409425390728,102
92,-22641.951897585794,2895.7660199288503,-19746.185877656942,153.76608659583363,102
94,-22806.246326853812,2822.712971239538,-19983.533355614272,149.88694672971752,102
96,-22755.843818629946,2847.545870309254,-19908.29794832069,151.20558148214596,102
98,-22659.527972844575,2863.509678530864,-19796.01829431371,152.05326472053952,102
100,-22756.609918730304,2917.7394466805818,-19838.870472049723,154.9328824686566,103
102,-22682.772378321068,2860.1010523996483,-19822.67132592142,151.87226560070104,103
104,-22615.392043689702,2832.692021237553,-19782.70002245215,150.4168374237787,102
106,-22827.884462107322,2824.6531006445152,-20003.231361462807,149.98996821143933,103
108,-22691.680465205864,2856.1012780536685,-19835.579187152194,151.65987632469768,103
110,-22579.89496927218,2834.455274364897,-19745.439694907283,150.51046671951724,103
112,-22717.26466421511,2860.672984591104,-19856.591679624005,151.90263537998328,102
114,-22788.167331197954,2873.4920475860577,-19914.675283611898,152.583331657581,102
116,-22559.959214327333,2862.8490062425963,-19697.110208084738,152.01818281420105,102
118,-22777.200413500323,2891.127914577377,-19886.072498922946,153.51980174263517,102
120,-22532.766811170266,2853.6794577085375,-19679.087353461728,151.5312769025254,101
122,-22779.127958626952,2888.199704575047,-19890.928254051905,153.36431287036774,101
124,-22805.182252027837,2909.890491589016,-19895.29176043882,154.51610048420395,102
126,-22808.112241818613,2823.19879509819,-19984.913446720424,149.9127441294403,102
128,-22854.08431496116,2792.071274575446,-20062.013040385715,148.25986299772114,102
130,-22647.05349456388,2861.863710788976,-19785.189783774902,151.9658633156638,102
132,-22489.487208795646,2914.240602700759,-19575.246606094886,154.74709275267674,102
134,-22667.108376633973,2877.317939074359,-19789.79043755961,152.78648769914224,102
136,-22839.147792075863,2876.3389696822933,-19962.80882239357,152.7345041164636,102
138,-22879.1297674831,2886.1549190667492,-19992.97484841635,153.2557341166373,102
140,-22948.02236481868,2875.642245524885,-20072.380119293797,152.6975078445327,102
142,-22872.56954755116,2872.137097929898,-20000.43244962126,152.5113834046047,102
144,-22895.86300827835,2848.1441729354656,-20047.718835342883,151.23735153980923,101
146,-22746.35872302542,2877.1773820146573,-19869.181341010764,152.77902407505627,101
148,-22848.016159499166,2867.375898910618,-19980.64026058855,152.25856223892342,102
150,-22744.18960175074,2837.323417877271,-19906.86618387347,150.66276604227252,102
152,-22616.0796277154,2860.276672536131,-19755.802955179268,151.8815910851941,102
154,-22660.037507494228,2780.484797727552,-19879.552709766675,147.64461743227398,102
156,-22609.537181528576,2880.447016776595,-19729.090164751982,152.95264270946276,102
158,-22606.942888254183,2927.743403318877,-19679.199484935307,155.4640957131517,103
160,-22725.303652970208,2915.7168740338147,-19809.58677893639,154.82548322486107,102
162,-22698.31396858499,2849.729030887871,-19848.584937697116,151.32150799563973,102
164,-22847.41664550078,2858.773404239132,-19988.64324126165,151.80176706573175,102
166,-22688.247956730585,2872.637563651759,-19815.610393078827,152.53795829186984,102
168,-22651.00136780228,2867.902625448506,-19783.098742353774,152.28653158378066,102
170,-22665.422433851258,2933.913891655224,-19731.508542196032,155.79175058489736,102
172,-22775.25046241813,2898.1929357728277,-19877.0575266453,153.8949565905976,102
174,-22888.144843861286,2864.1843051956484,-20023.960538665637,152.08908760866072,102
176,-22519.236522899417,2829.001204612579,-19690.23531828684,150.22085389995135,102
178,-22557.36172141625,2833.7912092393035,-19723.57051217695,150.4752046524495,102
180,-22697.24933335019,2846.9238610242282,-19850.325472325963,151.17255259344208,102
182,-22712.182601586654,2823.3880352241977,-19888.794566362456,149.92279283966164,103
184,-22711.090293634843,2930.201544750056,-19780.888748884787,155.59462379641886,103
186,-22590.594730200653,2898.1045647165492,-19692.490165484105,153.8902640597098,103
188,-22767.816489188728,2891.9079471366304,-19875.908542052097,153.5612217169108,103
190,-22968.075377313522,2827.184484238398,-20140.890893075124,150.12438547658627,103
192,-22831.875075339674,2862.399085130699,-19969.475990208975,151.99429186162507,103
194,-22768.721169239405,2897.866724047491,-19870.854445191915,153.8776346453639,102
196,-22799.264744485088,2840.798162577319,-19958.46658190777,150.8472760789153,102
198,-23035.073251574097,2841.2961811521827,-20193.777070421915,150.87372102190514,103
200,-22802.976411606505,2856.8197693841194,-19946.156642222384,151.69802844036454,102
202,-22798.171057246844,2862.4620906440996,-19935.708966602746,151.9976374742066,102
204,-22886.794522437704,2914.4625997118956,-19972.331922725807,154.75888086380294,103
206,-22888.250912534873,2857.2077589778664,-20031.043153557006,151.7186308098446,103
208,-22682.77693623642,2903.5224065387292,-19779.25452969769,154.17795316478893,103
210,-22720.415478339855,2881.2216853550094,-19839.193792984846,152.9937778546685,103
212,-22733.613027638552,2867.9703611913324,-19865.64266644722,152.29012837303273,103
214,-22499.888659570148,2900.8918264062727,-19598.996833163874,154.0382685322389,103
216,-22618.531916219537,2876.1285273387334,-19742.403388880804,152.72332956182052,103
218,-22808.833803342757,2897.6552682493166,-19911.17853509344,153.866406275962,103
220,-22859.20058802083,2838.9927571863777,-20020.207830834453,150.7514084847197,103
222,-22964.985001169174,2813.196990134532,-20151.78801103464,149.3816451395453,103
224,-22811.40609426066,2857.9581627662747,-19953.447931494386,151.75847748706786,102
226,-22863.109333134897,2877.0054678733754,-19986.10386526152,152.7698953800742,103
228,-22747.984364714313,2864.985715439796,-19882.998649274516,152.13164274472913,103
230,-22797.545404448203,2840.25776440967,-19957.287640038532,150.81858076621705,103
232,-22687.064842454885,2863.2658124233844,-19823.7990300315,152.04031535351797,103
234,-22726.932984468323,2839.7698001080025,-19887.16318436032,150.79266970829678,103
236,-22427.704591117144,2811.8671877702272,-19615.837403346915,149.31103221567722,103
238,-22439.84127570837,2889.1908762875673,-19550.650399420803,153.41694440010113,103
240,-22656.323206150337,2903.2942739370183,-19753.028932213318,154.16583925187308,103
242,-22781.539224902008,2908.933394134723,-19872.605830767287,154.46527830830138,103
244,-22579.33801476762,2891.388377156057,-19687.949637611564,153.53363238749827,103
246,-22490.988123493225,2894.8505450485923,-19596.13757844463,153.7174745917058,103
248,-22555.00228234689,2822.9181568013482,-19732.08412554554,149.897842147596,103
250,-22540.55947308142,2815.1326027180776,-19725.426870363342,149.48442677662825,103
252,-22761.79077314443,2822.107530813397,-19939.683242331033,149.85479765263256,103
254,-22565.99020155627,2876.795621178261,-19689.194580378007,152.75875245455094,103
256,-22600.477185115742,2829.7208913598265,-19770.756293755916,150.25906949262617,103
258,-22721.16398430377,2911.2195577923435,-19809.944426511425,154.58667431769254,103
260,-22670.669145991807,2857.737152942797,-19812.93199304901,151.74674179591688,103
262,-22581.69208298283,2852.483531455507,-19729.208551527325,151.46777284228017,103
264,-22689.789139629807,2885.542847040456,-19804.246292589352,153.22323289949816,103
266,-22687.240685203724,2880.4549194486362,-19806.78576575509,152.95306234383418,103
268,-22767.649166049174,2843.6009197994044,-19924.048246249768,150.99610336908736,103
270,-22814.097306262935,2849.6720147090023,-19964.425291553933,151.3184804186059,103
272,-22987.70487054855,2860.312497121468,-20127.392373427083,151.88349338194502,103
274,-22762.46247193718,2892.021024571397,-19870.44144736578,153.56722616426833,103
276,-22789.66544227551,2859.507432079125,-19930.158010196385,151.8407441749427,103
278,-22516.42665471723,2838.742402969674,-19677.684251747556,150.73811459705735,103
280,-22752.359528219662,2844.2264784395857,-19908.133049780077,151.02932072966652,103
282,-22879.564703452997,2834.9588926286524,-20044.605810824345,150.53720900774874,103
284,-22800.88461625247,2864.5089293238148,-19936.375686928655,152.1063252519852,103
286,-22528.412320613934,2907.533299583796,-19620.879021030138,154.39093284721145,103
288,-22558.304733846948,2855.1618110006084,-19703.14292284634,151.6099903286467,103
290,-22622.563373612647,2910.2572772828908,-19712.306096329758,154.53557691993058,103
292,-22564.508966147638,2874.107010449886,-19690.40195569775,152.61598637910262,103
294,-22553.148046032395,2854.1091282900425,-19699.038917742353,151.55409254556724,104
296,-22686.218099207123,2861.4844281779897,-19824.733671029135,151.94572328970736,103
298,-22666.027166883607,2838.961524987151,-19827.065641896457,150.74975004511586,103
300,-22782.167687417954,2815.186115370512,-19966.981572047443,149.4872683153063,104
302,-22593.605612499014,2864.619946149616,-19728.9856663494,152.11222028035846,103
304,-22655.985786154066,2817.3711257959712,-19838.614660358093,149.60329305624936,103
306,-22586.96136125675,2840.3588678880933,-19746.602493368657,150.823949392726,103
308,-22610.198483066037,2851.7343200164346,-19758.4641630496,151.42798947918172,103
310,-22663.27053939046,2886.5214607071666,-19776.749078683293,153.27519759304857,103
312,-22777.325528537214,2869.4137166536443,-19907.91181188357,152.36677100212603,103
314,-22498.035701752364,2892.262093906,-19605.773607846364,153.5800270217703,103
316,-22605.721395981163,2827.114382950991,-19778.607013030174,150.1206630761728,103
318,-22922.5958051607,2842.7667269423555,-20079.829078218347,150.95180746596128,104
320,-22773.87221404664,2860.6687906063703,-19913.20342344027,151.9024126780746,104
322,-22687.827430209334,2889.8397766777134,-19797.98765353162,153.45140121494617,104
324,-22828.24968956402,2880.773394841688,-19947.476294722335,152.96997348738984,104
326,-22969.490679467825,2833.734767574549,-20135.755911893277,150.47220758229585,104
328,-22525.438813495857,2888.010154979926,-19637.42865851593,153.35424772723914,103
330,-22713.66083931696,2909.3476655551613,-19804.3131737618,154.48727625104635,103
332,-22515.905046984262,2891.8261265674405,-19624.07892041682,153.5568770189481,103
334,-22778.970588748634,2873.265116305106,-19905.70547244353,152.5712815351754,103
336,-22419.09416052274,2883.9170312640335,-19535.177129258707,153.136901570328,103
338,-22675.500399606637,2888.070567503414,-19787.429832103222,153.35745565124066,103
340,-22591.077963591815,2821.003422113464,-19770.074541478352,149.79616913334036,103
342,-22673.371676061623,2847.322740595403,-19826.04893546622,151.19373322414927,103
344,-22729.95194810901,2891.813072633068,-19838.138875475943,153.55618385092643,103
346,-22644.318618219986,2862.8383537683967,-19781.480264451588,152.01761716447004,103
348,-22696.876188470225,2889.3522914506702,-19807.523897019557,153.4255155960392,104
350,-22869.303900318002,2840.7837410465036,-20028.5201592715,150.84651029109236,104
352,-23028.972359990672,2856.0673527004706,-20172.905007290203,151.6580748777708,103
354,-22861.79672091198,2856.463884936884,-20005.332835975096,151.67913086426375,103
356,-22712.711923350813,2871.9211966832045,-19840.79072666761,152.49991898048796,103
358,-22689.4403068135,2896.3969317728142,-19793.043375040685,153.79958821321765,103
360,-22697.71141315374,2841.313554626624,-19856.397858527114,150.87464355886326,103
362,-22443.45146135651,2861.0426544210254,-19582.408806935488,151.92226496424124,103
364,-22528.03514002342,2881.0048292483357,-19647.030310775084,152.98226272718645,103
366,-22565.840167446207,2881.256087091367,-19684.58408035484,152.99560459769106,103
368,-22547.396887663694,2888.425304177312,-19658.971583486382,153.37629228021615,103
370,-22452.603824798745,2852.084274282188,-19600.519550516558,151.4465721607803,103
372,-22635.91747506424,2853.652517220972,-19782.26495784327,151.52984635416087,104
374,-22745.679532913186,2889.911658046568,-19855.76787486662,153.45521813824448,104
376,-22513.264878222748,2850.7095411119526,-19662.555337110796,151.37357339698315,103
378,-22620.792092515592,2875.005301884926,-19745.786790630667,152.66368593688392,103
380,-22757.444617846253,2885.476875342195,-19871.967742504057,153.2197297815674,103
382,-22882.38325559422,2827.6203757169847,-20054.762879877235,150.1475314512201,103
384,-22766.989620368113,2909.029508710056,-19857.960111658056,154.47038202248686,103
386,-22384.908409975265,2863.36711835851,-19521.541291616755,152.04569473054156,103
388,-22782.445844914546,2854.07359258608,-19928.372252328467,151.55220558850817,103
390,-22815.14820411388,2865.837872258231,-19949.31033185565,152.17689253985586,103
392,-22949.683246659057,2884.210519057923,-20065.472727601133,153.15248586450767,103
394,-22434.780983088,2898.239843108212,-19536.54113997979,153.8974473848624,103
396,-22451.334341351787,2861.021906472716,-19590.31243487907,151.92116324165923,103
398,-22562.414282534417,2820.617590451925,-19741.79669208249,149.77568135073938,104
400,-22759.92459006491,2861.4093047602314,-19898.51528530468,151.94173421259237,103
402,-22713.711656585307,2810.2316165874345,-19903.48003999787,149.22418287135997,103
404,-22706.080638555723,2796.2506820615954,-19909.829956494126,148.4817908499757,104
406,-22774.235247405857,2845.5127210023948,-19928.722526403464,151.09762061437235,104
408,-22750.995146588015,2878.544269938085,-19872.45087664993,152.85160625378,103
410,-22677.684954997036,2924.7977855044123,-19752.887169492624,155.30768248058382,103
412,-22677.35634123988,2855.3898435146643,-19821.966497725214,151.62209892687656,103
414,-22321.004622873763,2829.6762869628305,-19491.328335910934,150.2567009851142,103
416,-22285.944538056443,2883.2000515939026,-19402.74448646254,153.09882972429966,103
418,-22651.095830860286,2852.8855934283847,-19798.2102374319,151.48912245951888,103
420,-22402.3815473,2890.8974426637874,-19511.484104636213,153.50756361152273,103
422,-22502.417647992013,2887.851319181604,-19614.566328810408,153.34581349638236,104
424,-22734.524092725478,2854.7463082587974,-19879.77778446668,151.58792700234946,103
426,-22866.93537879984,2888.964465666677,-19977.970913133162,153.40492192490854,104
428,-22800.662212955445,2824.5811489292337,-19976.081064026213,149.98614755272365,104
430,-22698.095470474276,2907.364286205636,-19790.73118426864,154.38195818366364,104
432,-22819.224157828896,2932.013566377616,-19887.21059145128,155.69084271486025,103
434,-22795.86700189818,2955.89550587998,-19839.9714960182,156.95898121511354,103
436,-22737.302956856118,2923.9586775829825,-19813.344279273137,155.26312558599295,103
438,-22817.27307916373,2815.8767381811895,-20001.39634098254,149.5239406038064,103
440,-22933.597612782673,2806.5041296207687,-20127.093483161905,149.02625214085322,103
442,-23186.624093353952,2888.3138490732135,-20298.31024428074,153.3703739791275,103
444,-22995.267378454853,2877.75851689213,-20117.508861562725,152.80988251986096,103
446,-22762.31571906517,2898.2021459221287,-19864.11357314304,153.89544565242275,103
448,-22918.278820555337,2844.4296160183562,-20073.849204536982,151.0401073990014,103
450,-22700.552349740377,2827.9541994941983,-19872.59815024618,150.16525759880298,103
452,-22847.876225765445,2857.296278852019,-19990.579946913425,151.72333124300832,103
454,-22667.7191552422,2891.019501046534,-19776.69965419567,153.51404495004314,104
456,-22637.178986958403,2875.350155942194,-19761.82883101621,152.68199779580755,103
458,-22837.31007894293,2823.030004662004,-20014.280074280927,149.90378130418145,103
460,-22937.32454164661,2874.7528714971154,-20062.571670149493,152.6502818038827,103
462,-22752.12962192914,2826.6414108130302,-19925.48821111611,150.09554810686154,103
464,-22617.59742500828,2907.94527868173,-19709.65214632655,154.41280906691037,103
466,-22854.569976240367,2878.657916106664,-19975.912060133705,152.85764090108188,103
468,-22866.68067501622,2824.1473926106223,-20042.5332824056,149.9631149557562,103
470,-22895.12785907116,2890.4406514909606,-20004.6872075802,153.48330785655023,103
472,-23086.842094981024,2835.191981936273,-20251.65011304475,150.54958612330762,103
474,-22816.753570233326,2945.218693137306,-19871.53487709602,156.39203909981174,103
476,-22973.356236644308,2812.266054012844,-20161.090182631462,149.3322121386338,103
478,-22908.043681964686,2863.3374385675656,-20044.70624339712,152.04411872430586,103
480,-22773.811181928846,2877.5263501353943,-19896.28483179345,152.7975543920443,103
482,-22684.162505668894,2887.0990391170994,-19797.063466551794,153.30586718830813,103
484,-22872.430868140073,2893.677614748881,-19978.75325339119,153.65519162381574,103
486,-22678.91581517688,2848.759960055553,-19830.155855121324,151.27005002959754,103
488,-23109.47966045182,2854.812423103085,-20254.667237348734,151.59143772137926,103
490,-22910.66959314217,2842.6885915025296,-20067.98100163964,150.94765844952698,103
492,-22970.341890748765,2902.7520507534837,-20067.589839995282,154.13704703025715,103
494,-23074.075127218777,2844.0200003586388,-20230.055126860138,151.01835667861528,103
496,-23195.957078881314,2858.051019454584,-20337.90605942673,151.76340820642756,103
498,-23168.804433793295,2876.228349066506,-20292.57608472679,152.72863012696672,103
500,-22722.132290182213,2851.594095792614,-19870.5381943896,151.42054352878571,103
502,-22965.22395002056,2848.36681291914,-20116.857137101422,151.2491737929795,103
504,-22608.21658866675,2875.2415962380874,-19732.974992428663,152.67623324136926,103
506,-22632.281424635585,2809.289445874285,-19822.9919787613,149.17415331010773,103
508,-22578.80256852295,2863.1760097209494,-19715.626558802003,152.03554680176896,104
510,-22755.66199136444,2890.964783538599,-19864.69720782584,153.511139433159,103
512,-22843.641081384616,2886.77851523372,-19956.862566150896,153.28884726927168,103
514,-22974.227490985184,2903.8983474562083,-20070.329143528976,154.19791574576894,103
516,-22857.85897610089,2878.333524422531,-19979.52545167836,152.84041560060865,103
518,-22985.23533614003,2820.536251919828,-20164.699084220203,149.7713622490979,103
520,-22872.029722598192,2833.2026473826813,-20038.82707521551,150.44395183271558,103
522,-22943.926818334236,2868.5929347986475,-20075.33388353559,152.3231872274277,103
524,-22839.446546757856,2897.8692943719,-19941.577252385956,153.8777711303986,103
526,-22823.906598726826,2838.4625518701037,-19985.444046856723,150.72325441563584,103
528,-22944.677728917974,2886.0525370872656,-20058.62519183071,153.25029760131986,103
530,-22707.147861186066,2886.8296595630973,-19820.31820162297,153.29156304925036,103
532,-22838.833815352584,2858.6227909385348,-19980.21102441405,151.79376945209074,103
534,-22889.287819968013,2844.133854336602,-20045.153965631413,151.02440236066082,104
536,-22714.165479553732,2838.085357392072,-19876.08012216166,150.70322527019616,103
538,-22553.59896091603,2847.9829984067096,-19705.61596250932,151.2287931216307,103
540,-22731.79040540509,2851.846275265337,-19879.944130139753,151.43393433811684,103
542,-22880.38390165748,2883.774185637747,-19996.60971601973,153.1293164226364,103
544,-23104.786390746187,2847.1274934733046,-20257.658897272882,151.18336554054582,103
546,-22781.95515981545,2911.8920708155283,-19870.063088999923,154.6223849707799,103
548,-22981.488335558606,2925.876799188126,-20055.61153637048,155.3649784466205,103
550,-22836.684118085657,2872.0930621163043,-19964.59105596935,152.50904508905026,103
552,-22855.799416934402,2861.0848251892785,-19994.714591745123,151.9245042453014,103
554,-22952.540623481094,2889.7764357144815,-20062.764187766614,153.448037789873,103
556,-22867.705688699993,2869.860988934178,-19997.844699765814,152.39052130092338,103
558,-22923.977050547677,2875.698582761597,-20048.27846778608,152.70049936952447,103
560,-22707.615443448347,2898.8555747783853,-19808.75986866996,153.9301429302428,103
562,-22719.91561610889,2884.458255720953,-19835.457360387936,153.16564075924646,103
564,-22831.707058932516,2920.6240440911115,-19911.083014841402,155.08605549857995,103
566,-22873.08615512807,2825.4537539677144,-20047.632401160354,150.0324831547673,103
568,-22739.957860483555,2863.9900137711315,-19875.967846712425,152.0787706728995,103
570,-22858.2381122245,2831.7811453445356,-20026.456966879963,150.36846962732008,103
572,-22800.77247801493,2871.349761694989,-19929.42271631994,152.46957560285415,103
574,-23027.315582291325,2871.9679082388307,-20155.347674052493,152.50239937878604,103
576,-22931.633908713586,2854.7920300630685,-20076.841878650517,151.59035484453923,103
578,-22780.38119448861,2893.2252009486724,-19887.15599353994,153.63116830870626,103
580,-23192.242869399895,2863.8891660067575,-20328.35370339314,152.073415624887,103
582,-22827.962184733435,2838.3495775653873,-19989.61260716805,150.7172554445164,103
584,-22968.44984287073,2804.866270457969,-20163.58357241276,148.9392813040779,103
586,-22843.886472850834,2873.284617439509,-19970.601855411325,152.57231705154675,103
588,-22865.84529970595,2842.2891426110623,-20023.55615709489,150.92644758773318,104
590,-22969.60534250966,2920.2844317420368,-20049.320910767623,155.0680219760103,103
592,-23013.742270439747,2824.518873657275,-20189.223396782472,149.98284071619233,103
594,-22993.325471919903,2910.5644890411954,-20082.760982878706,154.5518899609379,103
596,-23074.410737059516,2920.9907582738624,-20153.419978785652,155.1055281370434,103
598,-22672.057164693906,2850.9370601754867,-19821.12010451842,151.3856547308288,103
600,-22624.35353354759,2839.378371567327,-19784.975161980263,150.771884729653,103
602,-23022.52356442131,2825.078176509716,-20197.445387911594,150.01253987360002,103
604,-22866.055647850677,2891.4439919633546,-19974.611655887322,153.53658555126086,103
606,-23065.09518422377,2800.637337019304,-20264.457847204467,148.71472360816506,103
608,-22936.09104753245,2887.540732740419,-20048.55031479203,153.3293212586525,103
610,-23062.894905239547,2802.2666332743156,-20260.62827196523,148.80123975184318,103
612,-22797.620810923516,2887.1587413996904,-19910.462069523826,153.3090373982946,103
614,-23221.84737582039,2856.96794258934,-20364.87943323105,151.70589648417345,104
616,-22861.32483723,2852.8448408440577,-20008.479996385944,151.48695848447136,103
618,-22794.144291570323,2924.2530153102934,-19869.89127626003,155.27875501190468,103
620,-22735.100494931423,2888.3256849012523,-19846.77481003017,153.3710024653196,103
622,-22862.112038590247,2881.4137203486357,-19980.69831824161,153.0039749732396,103
624,-22907.825103325944,2833.914116253206,-20073.910987072737,150.48173105355127,103
626,-22561.817977534534,2833.3520866197387,-19728.465890914795,150.4518871032133,103
628,-22751.296457414515,2875.34573489393,-19875.950722520585,152.681763036754,103
630,-22766.571159939165,2906.2304547409913,-19860.340705198174,154.3217513762152,103
632,-22764.872841534525,2860.8397670523545,-19904.03307448217,151.9114915811414,103
634,-22757.457539451367,2863.9123325305873,-19893.54520692078,152.07464577458995,103
636,-22803.774975745793,2861.0488563252193,-19942.726119420575,151.9225942873049,103
638,-22582.234717250598,2880.0308987787666,-19702.203818471833,152.9305467128775,103
640,-22776.996471955354,2889.7097086960657,-19887.28676325929,153.44449456420446,103
642,-23001.01703879304,2862.0814908543343,-20138.93554793871,151.97742750564265,103
644,-22493.73554665735,2877.0906486285944,-19616.644898028757,152.77441850497212,103
646,-22758.755690533115,2857.9810865097024,-19900.774604023412,151.75969474505513,103
648,-22815.175668180193,2907.0770724068034,-19908.09859577339,154.36670704059514,103
650,-23025.423346307798,2868.815180006315,-20156.608166301485,152.3349885178678,103
652,-22713.258998689504,2910.9152315891542,-19802.34376710035,154.57051450056957,103
654,-22496.533217606033,2886.6574811226255,-19609.87573648341,153.28242031989816,103
656,-22593.451937100937,2827.9086385917844,-19765.543298509154,150.16283830055247,103
658,-22563.378446336836,2824.450230336426,-19738.928216000408,149.97919573426174,103
660,-22524.352295273246,2838.5178714108183,-19685.834423862427,150.72619190064995,103
662,-22569.328133120318,2917.342761231056,-19651.985371889263,154.9118183464992,103
664,-22495.062170012796,2878.44272691084,-19616.619443101954,152.84621428709033,103
666,-22656.02119493668,2865.778965764295,-19790.242229172385,152.17376458649733,103
668,-22653.162366485194,2881.64867740718,-19771.513689078012,153.0164512669601,104
670,-22594.623147414604,2870.1937605746475,-19724.429386839958,152.40819157971418,104
672,-22532.375657973316,2839.3974097878145,-19692.9782481855,150.77289566514986,103
674,-22702.720569417696,2871.177888723375,-19831.54268069432,152.4604490939944,103
676,-22725.28159691664,2861.336269172886,-19863.945327743753,151.93785599992913,103
678,-22698.287672115664,2866.3960412869355,-19831.89163082873,152.20653149086647,103
680,-22593.308324921207,2895.478880910715,-19697.82944401049,153.7508394236437,103
682,-22928.09213793838,2856.0515036457855,-20072.040634292593,151.65723328798128,103
684,-22846.44586816941,2870.7252897087733,-19975.720578460634,152.4364159439424,103
686,-22690.7677995541,2843.456637823834,-19847.311161730267,150.98844195079698,103
688,-22876.424282955588,2889.197198908421,-19987.22708404717,153.41728013325738,103
690,-22840.09033959711,2906.1318076406023,-19933.95853195651,154.31651318415254,103
692,-22773.510300743234,2890.263628690821,-19883.246672052413,153.47390789017572,104
694,-22777.47964661743,2803.5472322113196,-19973.93241440611,148.86923995824338,104
696,-22893.177495284253,2852.017593361623,-20041.15990192263,151.44303138292213,103
698,-22737.41436975576,2842.7208610681273,-19894.693508687633,150.94937197361148,104
700,-23143.339890726304,2882.282974869096,-20261.056915857207,153.0501326617224,104
702,-22961.752482488053,2868.16774048176,-20093.584742006293,152.30060927544517,103
704,-22976.682399099198,2865.1594350405153,-20111.522964058684,152.14086731017528,103
706,-22964.42326011267,2873.0153870252834,-20091.407873087388,152.55802083185804,103
708,-22882.755931129854,2884.9769383163,-19997.778992813553,153.19318296822436,103
710,-22951.75081319234,2856.285430061741,-20095.4653831306,151.66965485425607,103
712,-23017.610669550573,2893.032932485531,-20124.577737065043,153.6209587928305,103
714,-23044.455581329836,2868.1596504483396,-20176.295930881497,152.30017969212562,103
716,-22851.433319348216,2860.7286362186273,-19990.70468312959,151.90559049891144,104
718,-22994.43301208777,2864.4224136699295,-20130.01059841784,152.1017312435482,104
