Einter,Eintra,Etotal,Pinter,Pintra,Ptotal
-9.6861,1.33439,-8.35171,30219.5,-28912.9,3443.73
-9.68185,1.34211,-8.33974,30343.9,-30088.5,2413.84
-9.74722,1.37408,-8.37314,29714.2,-31018.6,851.096
-9.65482,1.36487,-8.28995,30425.8,-28733.5,3842.8
-9.6382,1.24241,-8.39579,29777.7,-27723.7,4204.62
-9.72301,1.35164,-8.37137,30107.9,-30047,2217.52
-9.70889,1.28314,-8.42575,29825.7,-29050.7,2919.44
-9.6845,1.29133,-8.39317,30285.7,-28255.7,4193.02
-9.70844,1.31009,-8.39835,31375.2,-29016.3,4457.35
-9.73094,1.32244,-8.4085,29587.8,-27659.7,4081.26
-9.64484,1.2916,-8.35325,30617.1,-30282.3,2498.74
-9.63949,1.34495,-8.29454,30690.2,-30496.8,2344.96
-9.75204,1.33171,-8.42033,29720.3,-28460.5,3399.13
-9.73358,1.27717,-8.45642,30054.9,-28581.2,3635.85
-9.65679,1.27399,-8.38279,30419.1,-27528.3,5039.61
-9.7767,1.35325,-8.42345,30480.4,-28455.8,4184.87
-9.74168,1.33891,-8.40277,30347.1,-30347,2163.65
-9.79687,1.32175,-8.47511,30227,-29681.3,2751.35
-9.6729,1.28161,-8.39129,30173.1,-29256.6,3102.09
-9.74126,1.28491,-8.45634,29836.4,-28137.6,3825.29
-9.64601,1.27214,-8.37388,30295.6,-28393,4076.49
-9.71912,1.30367,-8.41544,29998.9,-29798.8,2363.29
-9.746,1.37175,-8.37425,29993.4,-30534.9,1626.02
-9.68519,1.28905,-8.39614,31252.2,-31195.1,2228.56
-9.63328,1.25351,-8.37977,30834.2,-28552.3,4413.58
-9.65802,1.2715,-8.38652,30243.7,-28743.8,3631
-9.68043,1.35706,-8.32337,29881.6,-29998.2,2049.57
-9.72109,1.3092,-8.41189,30307.2,-28847.6,3616.36
-9.79026,1.3554,-8.43486,30960.1,-29085.5,4010.89
-9.6191,1.30518,-8.31392,29729.5,-29381.7,2525.49
-9.70322,1.30046,-8.40276,28985.3,-29485.2,1679.57
-9.64633,1.23517,-8.41115,28916.5,-26874.6,4191.92
-9.6287,1.31203,-8.31667,30853.4,-28243,4769.09
-9.66202,1.23509,-8.42693,30142.9,-26990.2,5339.09
-9.61519,1.32452,-8.29067,29490.7,-30256,1407.5
-9.7194,1.351,-8.3684,30256.9,-29753.8,2641.09
-9.67164,1.34418,-8.32746,30790.4,-30727.5,2224.47
-9.66681,1.28445,-8.38235,30372.2,-28851,3691.17
-9.66127,1.32154,-8.33973,30152.8,-29139.9,3212.61
-9.61048,1.31919,-8.29128,30185.2,-28290.4,4079.53
-9.56478,1.28931,-8.27547,29315,-28756.4,2719.83
-9.58095,1.32794,-8.25301,29017.4,-28040.8,3177.5
-9.68029,1.34318,-8.33711,29162.4,-28275.4,3098.12
-9.71455,1.39413,-8.32042,30489.9,-30939.8,1708.56
-9.61734,1.31431,-8.30302,30355.4,-28643.9,3857.46
-9.62295,1.31815,-8.3048,30024.7,-28453.1,3729.03
-9.58522,1.2859,-8.29932,28709.2,-28373,2483.48
-9.63451,1.37584,-8.25867,29573.8,-29822.3,1883.39
-9.62837,1.28409,-8.34428,30285.6,-30069.7,2394.17
-9.62802,1.34469,-8.28334,30808.5,-28153.2,4863.02
-9.60849,1.2998,-8.30869,30968.9,-26641.5,6478
-9.6341,1.27456,-8.35954,30928.1,-30204,2902.31
-9.5327,1.28079,-8.25191,30116,-28251.3,4037.21
-9.52758,1.29355,-8.23403,30005.3,-29889.1,2308.49
-9.63828,1.35076,-8.28753,29673.6,-28627.1,3172.73
-9.57355,1.25333,-8.32021,28671.2,-27395.1,3468.48
-9.66809,1.26946,-8.39863,30439.4,-28186,4421.42
-9.61377,1.29827,-8.31549,29784,-27824.6,4083.03
-9.55157,1.29872,-8.25285,30036.1,-28177.2,4031.95
-9.69228,1.31933,-8.37295,29948.5,-27987,4121.98
-9.65618,1.32663,-8.32954,29214.6,-28625.9,2752.25
-9.68668,1.30312,-8.38356,30076.1,-29162.1,3049.24
-9.61926,1.33573,-8.28353,30201.2,-30364.2,2009.16
-9.69911,1.33835,-8.36076,30692.8,-29680.8,3154.24
-9.6213,1.27163,-8.34967,30470.2,-28308.8,4313.34
-9.64908,1.34149,-8.30759,30130.4,-28744,3564.24
-9.73596,1.3796,-8.35637,30630.8,-32736.7,54.738
-9.63912,1.34835,-8.29077,31128.9,-29194.8,4139.03
-9.53914,1.32545,-8.21369,29673.1,-27159.4,4682.36
-9.5798,1.25652,-8.32328,29736.1,-28347.6,3537.67
-9.53234,1.25108,-8.28125,30427.1,-27567.6,5055.89
-9.56204,1.25904,-8.303,29940,-26622.8,5476.62
-9.62858,1.30801,-8.32057,28577.4,-27622.4,3134.22
-9.61697,1.33305,-8.28391,28317.6,-29396,1077.41
-9.53939,1.3092,-8.23019,29088.9,-28398.2,2863.04
-9.61619,1.35809,-8.2581,29144.1,-30878.9,444.049
-9.49514,1.30234,-8.19279,29406.8,-27574.7,3985.29
-9.58238,1.35715,-8.22523,28577.1,-29419.8,1299.95
-9.50797,1.2579,-8.25007,29343.4,-27652.9,3848.51
-9.56592,1.35428,-8.21164,29369.7,-27439.5,4058.59
-9.44947,1.25089,-8.19858,29192.7,-27378.4,3990.68
-9.55457,1.29335,-8.26122,28459.4,-30208,460.286
-9.52008,1.2808,-8.23928,30300.7,-27931.5,4523.54
-9.6115,1.35546,-8.25604,29765.3,-29293.6,2628.08
-9.64521,1.2668,-8.37841,29724.3,-28499.8,3390.87
-9.59637,1.30548,-8.29089,29415,-29717,1843.29
-9.63662,1.38103,-8.25559,28938.8,-29780.6,1294.58
-9.6896,1.34065,-8.34894,30218.7,-32810.5,-418.914
-9.58213,1.35135,-8.23078,30343.7,-29732.7,2755.4
-9.46708,1.29266,-8.17442,29596.3,-27684.1,4070.35
-9.51771,1.27313,-8.24457,29341.6,-26961.5,4517.23
-9.58466,1.28657,-8.29809,29936.9,-30581.5,1531.36
-9.671,1.26606,-8.40493,30395,-28125.8,4414.11
-9.60691,1.23154,-8.37536,29357.3,-27743.6,3754.04
-9.53315,1.28425,-8.24889,29954.6,-28413.1,3683.06
-9.58497,1.25705,-8.32791,29213.1,-26396.4,4972.99
-9.63287,1.29966,-8.33321,29962.2,-25841.2,6275.14
-9.73722,1.30326,-8.43396,30817.6,-29750.3,3247.5
-9.55936,1.28856,-8.2708,29752.2,-27465.2,4412.93
-9.68972,1.37401,-8.31571,29988.7,-31838.2,321.496
-9.72046,1.40834,-8.31212,30385.6,-29408.3,3145.84
-9.66037,1.29208,-8.36829,29391.7,-29310.1,2212.44
-9.71245,1.31304,-8.39941,30794.4,-30034.5,2925.3
-9.57726,1.27534,-8.30192,30454.7,-28766.8,3839.97
-9.64203,1.36199,-8.28004,29551.9,-29186.6,2513.89
-9.64605,1.34187,-8.30419,29623.1,-29007.7,2749.02
-9.58664,1.28558,-8.30106,29877.4,-29104.6,2919.86
-9.62951,1.29677,-8.33274,28723.3,-26646.6,4237.87
-9.48558,1.16685,-8.31873,29118.6,-25083.3,6190.07
-9.69006,1.31799,-8.37207,30631.4,-27996.5,4799.67
-9.74696,1.28557,-8.46139,30044.3,-30111.6,2120.39
-9.67644,1.27683,-8.39961,30256.6,-28588.2,3845.27
-9.62586,1.24146,-8.38439,30038.5,-27661.9,4532.63
-9.63852,1.26028,-8.37824,28877.4,-27383,3639.42
-9.54705,1.29426,-8.2528,28798.3,-28580.2,2371.26
-9.62049,1.2974,-8.3231,29653.7,-28449.7,3368.97
-9.70689,1.30886,-8.39803,30642,-29086.6,3718.04
-9.59495,1.38319,-8.21176,31512.7,-28978.6,4708.03
-9.58586,1.27332,-8.31253,30519.8,-28668.6,4024.71
-9.70602,1.37421,-8.33181,29381.7,-31321.9,190.73
-9.60247,1.2517,-8.35076,30076,-29054.1,3182.15
-9.63475,1.22913,-8.40562,30127.5,-26644.5,5632.68
-9.75303,1.35129,-8.40174,30476.3,-30049.8,2605.21
-9.73198,1.36833,-8.36364,30035.5,-30956.8,1250.36
-9.76602,1.38329,-8.38274,29548.5,-30435.6,1277.25
-9.62617,1.30057,-8.32559,29432.6,-29493.4,2122.09
-9.67292,1.30021,-8.3727,30040.8,-28485.3,3720.62
-9.64457,1.26812,-8.37645,29928.8,-29494.2,2611.71
-9.72876,1.36445,-8.36432,29386.3,-30762.9,808.046
-9.61801,1.26612,-8.35189,29530.4,-26033.4,5678.33
-9.63445,1.30437,-8.33007,29110.3,-27496.8,3818.12
-9.73044,1.40608,-8.32436,29071.3,-30548.2,690.599
-9.77469,1.40792,-8.36677,31111.2,-30398.3,2871.48
-9.7388,1.3249,-8.41391,30184.5,-29649.8,2667.99
-9.76439,1.2517,-8.51269,30601,-27627.8,5146.92
-9.72816,1.30223,-8.42593,31876.8,-30419.2,3615.82
-9.75592,1.36596,-8.38996,31735.7,-27145.9,6789.78
-9.70486,1.33749,-8.36737,31800,-30920.2,3050.26
-9.75678,1.39835,-8.35843,29710.1,-30877.3,979.357
-9.77071,1.33255,-8.43816,30740.6,-30934.8,1999.41
-9.72901,1.35474,-8.37427,31397.9,-30282,3282.02
-9.65164,1.28832,-8.36332,31112.3,-25538.5,7729.94
-9.73758,1.29983,-8.43774,31029.5,-29025.8,4158.85
-9.72765,1.3277,-8.39995,30647.2,-29666.1,3128.3
-9.63325,1.2588,-8.37446,30417.5,-27747.6,4805.05
-9.69145,1.30235,-8.3891,30474.6,-29140.1,3489.56
-9.67416,1.36042,-8.31374,31206.5,-29731.8,3624.08
-9.61001,1.28067,-8.32935,31985,-26026.2,8120.48
-9.66059,1.28863,-8.37195,30174.4,-27500.4,4812.55
-9.68592,1.29797,-8.38795,29889.5,-28457.1,3569.83
-9.78869,1.31776,-8.47092,30121.1,-29344.9,2959.06
-9.69006,1.2724,-8.41766,29830.7,-27348.5,4679.57
-9.72547,1.29606,-8.42941,31073.8,-30690.2,2550.66
-9.73415,1.33527,-8.39888,30076.6,-29679.5,2533.82
-9.63408,1.21205,-8.42203,28787.3,-26518.3,4422.56
-9.59335,1.24766,-8.34569,29757.6,-27826.2,4094.92
-9.64664,1.38565,-8.26098,29086.3,-29742.2,1518.48
-9.61857,1.21295,-8.40562,29689,-25626.2,6286.29
-9.52609,1.21801,-8.30808,30089.3,-27144.8,5110
-9.67835,1.33007,-8.34828,28967.3,-27957,3187.55
-9.61474,1.30726,-8.30747,30224.6,-29002.3,3414.99
-9.79169,1.38987,-8.40182,29856.1,-31355.3,683.742
-9.74881,1.45243,-8.29638,30045.2,-32278,-58.1689
-9.58585,1.29866,-8.28719,29490.8,-28186,3474.3
-9.53476,1.34503,-8.18973,29324.8,-30018.6,1482.33
-9.58398,1.31075,-8.27323,29676.3,-27228.1,4608.63
-9.66269,1.31644,-8.34625,29919.6,-28852.9,3239.95
-9.58498,1.351,-8.23398,29648.1,-30619.2,1197.56
-9.57162,1.23486,-8.33676,28832.9,-26716.8,4275.67
-9.66797,1.32673,-8.34124,30547.7,-28570.7,4140.94
-9.53044,1.25591,-8.27453,29614,-26750,5027.34
-9.71879,1.44729,-8.2715,29189.9,-33095.7,-1714.09
-9.65908,1.40085,-8.25823,28989.8,-29687.1,1472.79
-9.52923,1.29201,-8.23722,29170.8,-26569.3,4739.53
-9.61038,1.37375,-8.23663,29382.2,-30723.4,854.17
-9.61635,1.34408,-8.27227,30224.5,-30065.4,2351.9
-9.57245,1.28223,-8.29022,28458.9,-28829,1776.87
-9.60113,1.34928,-8.25185,30363.6,-28949.8,3584.97
-9.58316,1.31391,-8.26926,28414.5,-25453.2,5129.98
-9.57799,1.36094,-8.21705,28406,-29098.8,1449.61
-9.50414,1.2297,-8.27443,29120.8,-28194.1,3084.22
-9.51851,1.3105,-8.208,28442,-26955,3628.89
-9.49967,1.35623,-8.14344,27775.6,-27547.5,2373.47
-9.61495,1.3902,-8.22475,29347.9,-29286.4,2193.79
-9.60455,1.36153,-8.24303,29519.4,-29863.1,1846.25
-9.53932,1.3008,-8.23851,29016,-28658.4,2491
-9.63944,1.39601,-8.24342,29268.9,-30028.2,1437.88
-9.50271,1.31005,-8.19266,28694.1,-26576.9,4258.98
-9.51081,1.28169,-8.22912,29326,-26706.6,4797.98
-9.54822,1.3388,-8.20942,29019.7,-27578.4,3608.07
-9.50036,1.30434,-8.19603,29627.5,-27112.8,4712.8
-9.48812,1.33702,-8.1511,28724.3,-28539.8,2325.59
-9.51192,1.29793,-8.21399,28938.3,-26772.2,4355.28
-9.38755,1.2281,-8.15944,29871.5,-27639.5,4383.18
-9.46402,1.2415,-8.22252,28853.1,-27820.4,3190.64
-9.38432,1.25111,-8.1332,29989.5,-27544.7,4600.74
-9.44807,1.30906,-8.13901,29439.3,-27338.7,4285.98
-9.54219,1.26543,-8.27676,29079.5,-26959.7,4271.36
-9.64441,1.39922,-8.24519,29693.3,-29729.4,2163.85
-9.57285,1.25416,-8.31868,29056.6,-26550.6,4611.35
-9.53105,1.30446,-8.22659,29584.5,-27743.7,3995.76
-9.67777,1.33803,-8.33973,28700.4,-29500.9,1327.72
-9.65538,1.32669,-8.32869,28400.6,-28257.2,2303.21
-9.69693,1.3234,-8.37352,29298.5,-28831,2639.46
-9.61917,1.29446,-8.32471,29207.2,-28608.5,2784.2
-9.53625,1.28024,-8.25601,29131.2,-30230.9,1081.48
-9.56934,1.27612,-8.29322,29345.9,-25096.7,6364.56
-9.59062,1.29532,-8.29531,29854.4,-28094,3920.6
-9.64388,1.27902,-8.36486,28577.6,-30400.5,313.69
-9.509,1.21652,-8.29248,29568.3,-28428.6,3278.38
-9.60279,1.2588,-8.344,30203.5,-30364.7,1994.8
-9.47945,1.2149,-8.26455,31093.1,-28093.4,5142.52
-9.55243,1.26683,-8.2856,30179.6,-27563.7,4766.17
-9.62857,1.27293,-8.35564,29782.4,-26725.1,5231.02
-9.54231,1.29081,-8.2515,30804.4,-27718,5254.83
-9.55429,1.31454,-8.23975,30461.1,-28037.2,4604.86
-9.64242,1.28792,-8.3545,29632.3,-30681.5,1082.81
-9.52832,1.27222,-8.25611,30259.7,-28178.5,4228.22
-9.56062,1.3258,-8.23482,31317.3,-29478,3958.63
-9.5215,1.28042,-8.24108,31491.1,-26135.7,7510.16
-9.63878,1.36994,-8.26884,30255.2,-29038.6,3426.97
-9.51263,1.28315,-8.22948,30560.2,-28135.6,4589.52
-9.58269,1.30061,-8.28208,30704.5,-27367.8,5500.5
-9.57723,1.28855,-8.28868,30732.3,-30096.1,2764.67
-9.63772,1.34619,-8.29153,29559.5,-29401.2,2308.13
-9.60688,1.2754,-8.33148,29265.3,-29163.1,2279.57
-9.56939,1.26827,-8.30112,29638,-26868.8,4994.17
-9.59011,1.28631,-8.3038,29973.8,-30128.2,1984.23
-9.62565,1.33299,-8.29266,30726.4,-29261.4,3644.04
-9.5804,1.19642,-8.38398,29695.5,-28072.6,3798.52
-9.61863,1.3198,-8.29883,29554.8,-29724.1,2009.16
-9.58362,1.31508,-8.26854,29190.2,-28598.7,2759.61
-9.59165,1.31417,-8.27748,31245.6,-29868.9,3542.85
-9.6758,1.29766,-8.37814,29681.7,-26426.9,5408.99
-9.5664,1.24888,-8.31752,30475.1,-25591.9,7047.82
-9.53669,1.2664,-8.27028,29439.3,-24184.3,7413.84
-9.68136,1.33154,-8.34982,29171.6,-28295.4,3051.08
-9.5847,1.29359,-8.29111,30162.2,-25588.7,6741.28
-9.55556,1.24652,-8.30904,29526.7,-26209.1,5510.87
-9.53945,1.2904,-8.24905,28495.4,-27560.1,3077.86
-9.67929,1.32741,-8.35188,29313.8,-28390.8,3085.51
-9.5276,1.24836,-8.27925,30404.7,-26336.1,6248.15
-9.72635,1.37084,-8.35551,29363,-30844.4,702.907
-9.57822,1.28563,-8.29259,30502.3,-28788,3821.18
-9.71483,1.35332,-8.3615,31675.7,-30617.7,3213.05
-9.71428,1.32804,-8.38624,30498.5,-28361.2,4294.75
-9.69495,1.29068,-8.40427,31073.8,-28702.2,4532.72
-9.63314,1.35858,-8.27456,29732.1,-26604.9,5290.81
-9.65289,1.37821,-8.27468,29784.2,-30990.4,940.211
-9.61757,1.29559,-8.32199,30192.1,-28454.3,3945.88
-9.65056,1.35947,-8.29109,29787.9,-28658.4,3285.24
-9.66029,1.31274,-8.34755,30290.8,-30642.9,1795.65
-9.59341,1.31373,-8.27968,30423.7,-27327.8,5316.82
-9.61796,1.3055,-8.31245,29474.1,-28484.4,3155.81
-9.66827,1.30642,-8.36185,29860.8,-29103.1,2960.57
-9.53601,1.32012,-8.21589,29965.1,-29635.3,2485.22
-9.51173,1.2421,-8.26963,29720.9,-24448.6,7432.25
-9.61293,1.23395,-8.37899,28898,-28275.3,2788.65
-9.70897,1.31551,-8.39345,30521,-30985.3,1715.55
-9.68261,1.30448,-8.37813,29502.3,-30192.4,1454.28
-9.71601,1.28488,-8.43113,31292,-29082.1,4385.41
-9.72149,1.35289,-8.3686,31106.2,-28048.4,5255.66
-9.68181,1.36671,-8.31509,31497.8,-31021.5,2666.15
-9.50501,1.23244,-8.27257,31253.4,-27741.7,5699.85
-9.63918,1.34263,-8.29655,30096.8,-27826.3,4445.24
-9.59855,1.25495,-8.3436,29686.2,-29467.6,2405.78
-9.61268,1.29248,-8.32021,30083.2,-29843.4,2401.44
-9.60975,1.27268,-8.33707,29921.3,-28562.5,3504.33
-9.61574,1.24443,-8.37131,30275.9,-30024.2,2426.71
-9.64081,1.25446,-8.38635,30016.7,-27737.2,4388.88
-9.52988,1.24648,-8.2834,29912.1,-24710.6,7346.67
-9.69702,1.31895,-8.37807,29615.9,-29188.3,2576.75
-9.7093,1.34921,-8.36009,29576.9,-30100.5,1649.14
-9.68402,1.33589,-8.34813,30163,-29429,2859.75
-9.54201,1.29556,-8.24646,30029,-25812.8,6365.7
-9.67797,1.31661,-8.36135,28916.2,-29422.5,1650.49
-9.7181,1.3778,-8.3403,31022.6,-30717,2454.12
-9.6442,1.34136,-8.30284,29437.6,-29873.5,1706.35
-9.57396,1.30263,-8.27133,30765.7,-30341.6,2611.81
-9.6191,1.26736,-8.35174,30687.8,-28885.6,3988.61
-9.60267,1.26422,-8.33845,30611.4,-28256.5,4495.59
-9.60794,1.27148,-8.33646,30926.1,-28731.8,4344.77
-9.66605,1.33129,-8.33477,30104.4,-28083.4,4169.92
-9.62772,1.2745,-8.35321,29476.1,-29369.5,2255.67
-9.71005,1.31664,-8.39341,30237.1,-30240,2200.45
-9.57771,1.32251,-8.2552,30518.9,-27457.8,5233.5
-9.69252,1.31819,-8.37432,30804.8,-28453.2,4493.85
-9.6336,1.30783,-8.32577,30776.3,-29020.9,3894.27
-9.55698,1.26513,-8.29184,29739.8,-27945.1,3936.7
-9.70354,1.35503,-8.34851,30456.9,-31033.3,1585.46
-9.67584,1.27459,-8.40125,30521,-28160,4524.29
-9.68303,1.39421,-8.28883,30357.7,-28246.2,4306.69
-9.618,1.35315,-8.26485,29678.2,-29781.3,2081.19
-9.59964,1.28707,-8.31258,29792.6,-27234.6,4689.48
-9.60417,1.27042,-8.33375,31149.9,-26251.8,7021.88
-9.63496,1.31334,-8.32163,30743.8,-26284.5,6658.39
-9.58701,1.28716,-8.29986,30992.9,-27658.2,5525
-9.62994,1.31579,-8.31415,29742.2,-29504.4,2406.8
-9.52702,1.26252,-8.26449,31147.6,-26769.6,6581.94
-9.57621,1.28031,-8.2959,29926,-26774.4,5300.14
-9.6548,1.32159,-8.33321,29788.5,-27020.3,4961.9
-9.59292,1.3523,-8.24062,29660.8,-30072.6,1718.43
-9.67018,1.30325,-8.36694,30223.7,-29855.9,2545.77
-9.63591,1.3027,-8.33321,30110.3,-29074.7,3200.33
-9.59924,1.3416,-8.25764,29461.5,-28503.9,3147.37
-9.6343,1.31343,-8.32087,29851.7,-28864.2,3157.4
-9.68739,1.34882,-8.33858,29487.5,-29884,1763.19
-9.63784,1.3309,-8.30694,30171.4,-28105.8,4253.49
-9.66203,1.29747,-8.36457,29798,-28710.2,3285.21
-9.71308,1.35984,-8.35324,30112.5,-28760.9,3508.08
-9.48842,1.19909,-8.28933,31074.1,-26145.8,7092.17
-9.7232,1.35511,-8.36809,30464.9,-29808,2807.03
-9.60716,1.26218,-8.34498,29632.9,-25803.7,6031.56
-9.6106,1.30799,-8.3026,29977.9,-26492.3,5634.28
-9.68538,1.38084,-8.30454,30687,-28949,3932.69
-9.72553,1.37384,-8.35169,29672.5,-29199.5,2652.19
-9.69907,1.31105,-8.38803,30138.8,-28582.6,3761.14
-9.56825,1.26789,-8.30036,30108.5,-27046.2,5273.91
-9.67239,1.34694,-8.32545,30242.1,-30461.6,1991.53
-9.64052,1.32359,-8.31693,29814,-28329.6,3669.83
-9.66329,1.34473,-8.31855,29616.1,-28117.6,3667.74
-9.69719,1.33215,-8.36504,30006.9,-27648.1,4486.49
-9.58532,1.28093,-8.30438,30743.1,-29071,3853.08
-9.62718,1.37053,-8.25665,29315.6,-27861.2,3647.47
-9.66285,1.27209,-8.39076,28522.6,-27537.7,3168.54
-9.57572,1.30934,-8.26638,29656.4,-28030.7,3768.3
-9.67735,1.33015,-8.3472,29264.8,-29270.1,2155.91
-9.7187,1.29587,-8.42283,29095.7,-27987.1,3258.01
-9.73286,1.31033,-8.42253,29781.7,-27873.7,4106.66
-9.75239,1.31463,-8.43776,30488.8,-30281.4,2368.5
-9.83543,1.35517,-8.48026,31202,-27769.8,5561.26
-9.62893,1.24452,-8.38441,30015,-25840,6349.9
-9.81754,1.35802,-8.45951,30029.6,-29553.8,2652.67
-9.71165,1.33858,-8.37307,30555.4,-28614.6,4079.73
-9.57041,1.34963,-8.22077,30036.4,-24440.9,7745.16
-9.70866,1.26297,-8.44569,30579.1,-28386.3,4373.51
-9.69065,1.26697,-8.42368,30583.1,-29385.1,3325.1
-9.63692,1.26402,-8.3729,31001.1,-28087,5084.71
-9.72627,1.30486,-8.42141,29503.1,-30272.5,1449.4
-9.71716,1.32967,-8.38749,29647.8,-29315.9,2484.98
-9.62528,1.24978,-8.3755,30186.8,-26577,5749.49
-9.74839,1.32096,-8.42743,30899.2,-27970.7,5121.68
-9.74507,1.3143,-8.43077,30721.5,-28245.4,4617.84
