Temp,Einter,Eintra,Etotal,Pinter,Pintra,Ptotal
149.247,-9.75134,1.32177,-8.42957,31115,-31057.4,2169.89
147.868,-9.58262,1.16219,-8.42044,31011.9,-26506.9,6597.84
147.996,-9.63263,1.19437,-8.43826,29578.8,-28989.1,2684.39
151.487,-9.65244,1.22774,-8.4247,29966.7,-27789.3,4321.45
143.346,-9.57653,1.29254,-8.28399,31020.7,-30161.6,2887.97
149.911,-9.63699,1.33927,-8.29773,30041.9,-28676.3,3487.37
147.337,-9.53387,1.18569,-8.34818,29820.4,-25316.3,6589.49
146.789,-9.55983,1.17315,-8.38669,29584.7,-24672.7,6989.6
146.964,-9.62788,1.2529,-8.37498,30553.1,-30997.3,1635.77
150.831,-9.51739,1.18464,-8.33274,31118,-27580.6,5672.18
148.874,-9.64989,1.24249,-8.4074,29506.2,-28196.1,3417.19
148.665,-9.67439,1.29457,-8.37982,28654.7,-30752.6,6.28047
147.897,-9.77389,1.30223,-8.47165,30926.4,-29066.8,3952.88
149.971,-9.63533,1.25958,-8.37575,30611.1,-27692.4,5041.33
149.588,-9.67212,1.28738,-8.38474,30199.1,-29538.1,2778.16
147.486,-9.66609,1.19581,-8.47028,31170.4,-28539,4718.81
147.963,-9.73322,1.24168,-8.49154,30969.9,-28159.3,4904.83
149.717,-9.61352,1.19926,-8.41427,31382.8,-27586,5915.85
147.446,-9.63015,1.20971,-8.42043,31007.5,-29244.2,3850.21
146.823,-9.69397,1.18757,-8.5064,30323.1,-28564.2,3836.99
150.03,-9.65681,1.24049,-8.41632,30656.8,-28215.3,4564.94
147.592,-9.6506,1.19165,-8.45895,29973.5,-28931.4,3130.98
148.426,-9.69183,1.2715,-8.42033,30911.8,-27950.6,5061.89
148.77,-9.78616,1.37771,-8.40845,29899.2,-28522.3,3482.48
148.187,-9.77738,1.26055,-8.51683,30134.7,-30001.8,2230.28
149.522,-9.75665,1.30316,-8.45349,29832,-30290,1658.26
150.438,-9.61948,1.20295,-8.41653,31042.7,-26340.9,6831.05
150.881,-9.59377,1.29209,-8.30168,29831.9,-29032.2,2935.23
150.044,-9.57916,1.20913,-8.37003,29239.8,-27766.4,3597.12
149.022,-9.66567,1.28454,-8.38113,30045.2,-29856,2298.35
149.668,-9.66355,1.28876,-8.37479,29484.4,-27650.2,3952.54
148.26,-9.65022,1.33453,-8.31569,29297,-29488.4,1906.97
147.443,-9.56495,1.1695,-8.39545,29859.8,-25369.8,6576.8
146.767,-9.49405,1.21225,-8.2818,29847.4,-28714.9,3209.76
150.514,-9.59406,1.28124,-8.31282,30233.9,-27252.4,5111.83
147.213,-9.6235,1.19599,-8.42751,30123.4,-28922.5,3284.52
148.074,-9.74211,1.22957,-8.51254,29682.3,-29238.7,2539.32
148.854,-9.48338,1.1678,-8.31558,30639.7,-25371.1,7375.35
148.294,-9.6692,1.28613,-8.38307,28085.2,-29762.8,421.27
147.205,-9.60922,1.18305,-8.42617,29959.3,-26574.7,5468.07
145.983,-9.60973,1.23382,-8.37591,29105.9,-28603.4,2568.71
148.63,-9.63616,1.23579,-8.40036,29150,-28081.7,3171.93
149.176,-9.59356,1.24163,-8.35194,29899.3,-29030.2,2980.5
148.115,-9.58149,1.17461,-8.40688,30219.5,-26535.9,5779.93
149.12,-9.66589,1.21428,-8.45161,31040.3,-26141.3,7009.54
148.712,-9.74087,1.24597,-8.4949,29941.7,-27932,4114.57
148.55,-9.6587,1.24897,-8.40973,30262.2,-28525.3,3839.4
148.396,-9.71713,1.26375,-8.45338,30255.2,-29648.6,2706.96
147.845,-9.77769,1.31012,-8.46757,30686.9,-30452.7,2326.68
148.268,-9.72199,1.23762,-8.48437,30672.3,-30822.4,1948.48
147.832,-9.64193,1.20403,-8.4379,30718.1,-28777.3,4033.09
148.453,-9.79594,1.27267,-8.52327,31341.5,-29367.6,4075.07
147.306,-9.72602,1.26613,-8.45989,30444.7,-29767.4,2762.22
146.856,-9.59586,1.18236,-8.41349,30541.7,-27198.7,5421.5
149.502,-9.60153,1.23788,-8.36364,29627.3,-29422.5,2320.79
148.044,-9.5388,1.19122,-8.34757,29321.9,-26044.5,5372.73
148.146,-9.66583,1.25581,-8.41002,30079.4,-27623.6,4552.64
147.519,-9.74315,1.26305,-8.4801,29623,-30654.9,1056
146.94,-9.57241,1.19622,-8.37619,30070.1,-26305.9,5843.87
148.488,-9.67204,1.21188,-8.46016,29689,-27388.4,4402.21
149.72,-9.77181,1.2395,-8.53231,29638.6,-30236.6,1521.01
145.481,-9.69713,1.2568,-8.44033,30441.1,-27298.5,5201.72
147.614,-9.76602,1.28371,-8.48231,31077.3,-30736.6,2429.94
145.631,-9.7207,1.28386,-8.43683,29790.7,-30011.7,1840.15
148.325,-9.69697,1.27935,-8.41762,31417.5,-28865.2,4651.58
148.107,-9.59051,1.21379,-8.37672,29971.3,-27778.4,4289.15
148.466,-9.58396,1.22252,-8.36144,31137,-27085,6153.31
144.202,-9.82634,1.35766,-8.46867,30461.5,-30905.4,1597.11
149.146,-9.71989,1.32092,-8.39897,29786.9,-29338.4,2559.48
148.501,-9.59973,1.22141,-8.37833,29522.1,-27988.2,3635.72
151.073,-9.65253,1.20351,-8.44902,30605.4,-25938.7,6804.97
148.802,-9.71032,1.27735,-8.43297,30535.6,-29044.6,3597.02
148.703,-9.65949,1.28826,-8.37123,30288.9,-29190.1,3203.47
147.816,-9.63108,1.26453,-8.36654,29937.7,-28578.4,3451.43
143.883,-9.60413,1.14769,-8.45644,29752.3,-27165.7,4623.04
148.718,-9.66144,1.20605,-8.45539,30395.2,-28241.8,4258.25
147.856,-9.63993,1.20743,-8.4325,30190.2,-28134.7,4148.22
150.222,-9.60411,1.23603,-8.36809,31257.1,-28363.6,5019.71
150.153,-9.70335,1.23295,-8.4704,31045.7,-29442,3728.81
148.345,-9.70081,1.25741,-8.4434,30682.9,-29779.8,3002.69
148.438,-9.63828,1.21462,-8.42365,30372,-26158.8,6314.2
148.896,-9.6597,1.22472,-8.43498,30552.4,-29809.9,2849.9
148.542,-9.65429,1.2568,-8.39749,30152.3,-28210.5,4044.16
146.186,-9.669,1.27473,-8.39426,30235.4,-30420.9,1883.63
147.596,-9.63521,1.23642,-8.39879,28963.2,-27439.2,3613.02
148.278,-9.60783,1.21938,-8.38845,30525.4,-27370.1,5253.96
146.999,-9.50651,1.13529,-8.37121,30357.7,-24741.3,7696.97
147.689,-9.63696,1.19393,-8.44303,31146.3,-27322.8,5913.76
146.936,-9.59996,1.1887,-8.41126,29677.1,-27519.9,4236.85
148.989,-9.64103,1.24251,-8.39852,30595.5,-28486.4,4217.85
147.832,-9.73206,1.23644,-8.49562,30557.2,-29237.2,3412.36
149.957,-9.72246,1.21336,-8.5091,31662.1,-29659.6,4124.91
145.615,-9.73926,1.31291,-8.42635,31006.9,-28681.2,4386.71
149.538,-9.61148,1.16376,-8.44772,30837.7,-26075.6,6878.67
151.143,-9.68506,1.19957,-8.48549,28997.4,-26656.6,4480.04
148.771,-9.61506,1.28588,-8.32918,29623,-29360.2,2368.48
150.895,-9.67669,1.24771,-8.42899,30288.7,-29647.5,2776.85
150.283,-9.68901,1.2582,-8.43081,31026.9,-28454.4,4699.5
149.182,-9.69782,1.21709,-8.48073,30219,-28634.9,3695.63
148.69,-9.71441,1.23069,-8.48372,30069.3,-26664.3,5509.49
147.958,-9.71466,1.247,-8.46766,30428.6,-28009.7,4512.99
147.384,-9.69851,1.19274,-8.50577,29780.5,-27685.4,4181.05
147.354,-9.60757,1.1955,-8.41208,30575.2,-28854.4,3806.35
149.729,-9.72662,1.29006,-8.43656,30753.4,-29977.1,2895.47
150.337,-9.51647,1.15493,-8.36153,30797.3,-25508.7,7416.38
148.477,-9.63677,1.13443,-8.50233,30942.1,-27128.5,5915.09
148.519,-9.72808,1.2429,-8.48517,30234.7,-28547.1,3789.74
147.84,-9.68638,1.22954,-8.45684,31016.2,-28434.5,4674.16
148.017,-9.77112,1.30779,-8.46332,30061.7,-28955.9,3200.78
146.964,-9.70292,1.20322,-8.49969,30358.3,-27647.2,4791.17
146.93,-9.61724,1.23803,-8.37921,29904,-26987.5,4996.01
147.264,-9.69663,1.23011,-8.46652,30362,-27784.5,4661.76
146.428,-9.63768,1.31577,-8.32191,30030.9,-28043.3,4060.14
149.828,-9.69056,1.2858,-8.40476,29979.7,-27646.3,4454.05
149.419,-9.65763,1.23354,-8.4241,29151.6,-28688.9,2577.53
150.095,-9.64202,1.1867,-8.45532,30159.1,-27699.8,4583.73
147.587,-9.72101,1.20403,-8.51698,29983.5,-26153.6,5918.76
148.26,-9.66688,1.2414,-8.42548,29809.5,-28232.4,3675.52
146.597,-9.6489,1.2236,-8.42529,30319.9,-28794.9,3599.93
146.4,-9.53607,1.23619,-8.29988,30047.6,-26056.1,6063.55
149.874,-9.69169,1.27046,-8.42123,29771.3,-27167.3,4725.27
148.584,-9.65827,1.30676,-8.3515,29439.8,-28260.3,3282.44
152.431,-9.70928,1.31721,-8.39207,28951,-32063.6,-955.207
149.274,-9.61708,1.25647,-8.3606,29958.7,-26468,5603.48
148.722,-9.60171,1.20824,-8.39347,30354,-25946.4,6512.59
148.008,-9.66262,1.27709,-8.38553,30953.1,-28128.3,4919.65
147.507,-9.61557,1.18957,-8.42601,31180.7,-28221.7,5046.72
148.865,-9.74048,1.27036,-8.47012,30589.9,-29679.4,3017.51
148.102,-9.6896,1.19815,-8.49145,30864.5,-27597.1,5363.51
150.437,-9.65175,1.23168,-8.42007,30721.8,-28070.6,4780.48
147.717,-9.7101,1.26807,-8.44203,30606.7,-29790.9,2906.59
148.128,-9.63474,1.26045,-8.37428,29989.9,-28262.2,3824.28
150.482,-9.62262,1.17354,-8.44908,29113.1,-26862.4,4380.58
148.27,-9.51218,1.16251,-8.34967,30094.6,-26764.2,5429.01
145.558,-9.62967,1.27979,-8.34988,29478.4,-29547.4,1991.15
149.759,-9.59126,1.25677,-8.33449,29811.9,-27234.9,4696.65
151.536,-9.64659,1.28243,-8.36416,28662.3,-29407.8,1399.2
145.56,-9.53678,1.23239,-8.30439,28994.1,-27293.5,3760.78
148.313,-9.61154,1.28835,-8.3232,29154.4,-29687.6,1565.94
146.506,-9.61525,1.31817,-8.29708,30598.4,-27963.4,4708.59
148.016,-9.61357,1.27453,-8.33904,29415.1,-27192.6,4317.44
146.661,-9.58606,1.28897,-8.29709,29278,-29183.2,2170.6
149.111,-9.60522,1.27153,-8.33369,28881.1,-31664.2,-672.704
147.413,-9.59083,1.29178,-8.29905,29462.1,-28007,3541.55
150.519,-9.55436,1.24835,-8.30601,29505.3,-28650.5,2985.22
149.572,-9.59263,1.20702,-8.38561,28461.6,-28247.5,2330.99
150.354,-9.53931,1.28448,-8.25482,28448.9,-27651.1,2925.84
145.24,-9.44612,1.18557,-8.26055,28941.7,-25335.7,5661.6
146.784,-9.50177,1.18052,-8.32125,28381.3,-26329.4,4129.43
150.728,-9.45465,1.16132,-8.29332,28942.7,-26236.3,4839.69
147.038,-9.53043,1.20819,-8.32224,28237.9,-26032.6,4286.35
149.546,-9.59071,1.24795,-8.34276,28849.4,-27388.4,3577.63
148.417,-9.55946,1.21355,-8.34591,28481.1,-27002.5,3579.27
151.147,-9.55017,1.22262,-8.32755,30275.5,-27219.7,5195.05
148.239,-9.60632,1.20786,-8.39847,28557,-26267.6,4387.5
149.24,-9.60116,1.26769,-8.33347,28952,-26809.8,4254.47
146.273,-9.58479,1.20119,-8.38359,28323.5,-27773.8,2620.01
147.375,-9.50169,1.16324,-8.33846,28417.5,-26922.7,3580.64
146.234,-9.53964,1.2542,-8.28545,27665,-27474.4,2260.41
148.185,-9.5515,1.2038,-8.3477,27660.1,-25975,3782.45
146.66,-9.5285,1.18877,-8.33973,27785.8,-28010.1,1851.52
149.05,-9.54353,1.23519,-8.30834,27828.4,-28412.8,1525.26
149.981,-9.65122,1.29226,-8.35896,27004.8,-29916.5,-788.949
147.83,-9.52923,1.22853,-8.30071,27857.3,-26197.9,3751.75
146.98,-9.49879,1.20363,-8.29517,29380.8,-28809.9,2651.16
148.978,-9.5178,1.2451,-8.2727,29775.6,-27331.1,4553.08
148.217,-9.5022,1.13308,-8.36912,28669.1,-27407,3359.87
147.642,-9.62009,1.24296,-8.37712,28082.3,-28435.8,1736.12
149.196,-9.49311,1.20723,-8.28588,29406.3,-27232.8,4285.07
150.248,-9.65417,1.34185,-8.31232,28938.3,-31970.8,-905.92
149.754,-9.61884,1.25443,-8.36441,29708.4,-27390.3,4437.65
144.478,-9.62061,1.33992,-8.28069,29850.8,-29711.5,2184.1
150.593,-9.55083,1.27179,-8.27903,29953.3,-26975.7,5109
148.73,-9.57889,1.31182,-8.26707,28607.4,-29333.1,1379.35
146.089,-9.65297,1.2638,-8.38917,28867.4,-27507.6,3427.47
150.47,-9.56334,1.17856,-8.38478,29306.5,-27589.8,3846.33
146.049,-9.51966,1.14947,-8.37018,30671.3,-27446.2,5292.19
149.212,-9.58665,1.2194,-8.36725,29835,-28254.1,3692.79
148.112,-9.60372,1.30863,-8.29509,29319.7,-29246.5,2169.58
146.241,-9.52136,1.16486,-8.3565,30335.5,-26555.5,5849.84
148.854,-9.6636,1.27189,-8.3917,30342.2,-29070,3378.97
146.91,-9.59587,1.20351,-8.39236,29994.6,-27683.7,4390.26
147.211,-9.51717,1.19198,-8.32519,29022.7,-24325.4,6780.8
148.683,-9.59464,1.21489,-8.37974,29270.7,-29974.1,1400.99
147.741,-9.61598,1.32173,-8.29425,29874.3,-29572.9,2392.41
150.996,-9.50071,1.23928,-8.26143,28570.6,-29629.5,1078.27
147.618,-9.44235,1.22429,-8.21806,28745.1,-28150.1,2684.37
148.417,-9.56228,1.2528,-8.30948,27928.8,-29988.8,40.6055
148.55,-9.52323,1.25416,-8.26907,28559.1,-29264.7,1396.96
148.867,-9.54144,1.20524,-8.3362,28667.7,-27950.5,2824.18
148.108,-9.47161,1.16404,-8.30757,26941.3,-26688.5,2349.09
149.121,-9.46418,1.23226,-8.23193,27145,-26587.2,2668.37
147.252,-9.46034,1.19377,-8.26657,27191.9,-27956.7,1319.33
148.129,-9.45979,1.15254,-8.30725,28442.5,-25731.3,4807.73
146.3,-9.47465,1.24306,-8.23159,28555.9,-28339.2,2287.34
151.358,-9.62692,1.2526,-8.37432,28789.5,-30485.7,446.034
149.827,-9.49533,1.20778,-8.28755,28418.4,-25902.3,4636.72
143.691,-9.5745,1.22841,-8.34609,28394.3,-27264.6,3163.45
146.613,-9.55467,1.1981,-8.35657,29728.6,-28552.8,3250.97
146.544,-9.55425,1.21156,-8.34269,29328.6,-25479.6,5923.09
148.309,-9.64264,1.28146,-8.36118,30057.7,-28122.8,4033.93
147.584,-9.53319,1.26876,-8.26443,28450.4,-27275.8,3263.41
150.312,-9.59955,1.2224,-8.37715,29127.8,-29605,1650.22
145.84,-9.47165,1.16989,-8.30176,29977.3,-25905.2,6136.24
146.05,-9.67038,1.28163,-8.38875,29789.8,-29343,2513.89
147.558,-9.60809,1.29283,-8.31527,29796.6,-26898.6,4986.52
149.54,-9.5144,1.19243,-8.32198,29908.2,-25736.8,6287.83
148.468,-9.64484,1.31945,-8.32539,29566.1,-30309.2,1358.22
147.84,-9.63008,1.20915,-8.42093,28203.4,-28247.4,2048.41
147.153,-9.56879,1.17867,-8.39012,29066,-27003.6,4145.08
149.33,-9.63684,1.25126,-8.38558,28127.2,-28775,1465.75
148.214,-9.64515,1.27778,-8.36737,28785.1,-27626.2,3256.69
148.686,-9.58605,1.23695,-8.3491,28244.8,-28526.1,1823.03
149.024,-9.60944,1.29256,-8.31688,28500.8,-28102.3,2507.7
150.718,-9.53413,1.2072,-8.32693,28743.2,-28861.7,2014.68
148.846,-9.40667,1.175,-8.23168,29670.4,-29422.4,2354.61
149.811,-9.53839,1.16407,-8.37433,29807.4,-26475.6,5452.11
147.978,-9.62779,1.3087,-8.3191,30272.2,-29717.9,2648.63
148.016,-9.47004,1.19357,-8.27647,29898.8,-25781.4,6212.33
147.095,-9.54947,1.26632,-8.28315,29978.4,-29283.8,2776.51
148.02,-9.56747,1.27093,-8.29654,29096.3,-26195.1,4996.24
147.546,-9.55007,1.22781,-8.32226,28821,-27635.3,3274.03
148.908,-9.57367,1.23383,-8.33984,28712.2,-29522.9,1296.9
147.169,-9.55685,1.24999,-8.30686,28880.6,-27746.4,3217.12
148.91,-9.50095,1.17844,-8.3225,28981.3,-27840.2,3248.67
146.239,-9.56364,1.24151,-8.32213,30268.9,-28184,4154.76
148.529,-9.56674,1.29912,-8.26762,30225.1,-28508,3819.33
148.502,-9.68355,1.36596,-8.31759,29745.8,-30317.6,1530.01
149.056,-9.52804,1.21273,-8.31532,29948.9,-24995.8,7062.75
149.637,-9.54757,1.34501,-8.20257,29723.3,-29855.3,1985.87
148.565,-9.50997,1.25589,-8.25408,28428.3,-28060.4,2470.59
147.779,-9.49695,1.21463,-8.28232,29683.9,-28494.6,3280.86
149.541,-9.62256,1.25085,-8.37171,29386,-28821.9,2680.67
147.194,-9.61128,1.24604,-8.36523,28659.8,-28183.3,2559.82
146.415,-9.53013,1.27416,-8.25597,30671.9,-29515.1,3229.1
146.425,-9.64368,1.26202,-8.38166,29946.5,-28740.9,3277.99
146.777,-9.69148,1.34676,-8.34472,28638.6,-31396.9,-680.81
147.919,-9.51744,1.28832,-8.22913,30706.6,-28266.4,4533.79
147.232,-9.56857,1.2113,-8.35727,29699.7,-26003.8,5779.76
149.474,-9.5241,1.2478,-8.2763,30109.2,-27511,4713.75
146.917,-9.44634,1.20588,-8.24045,29129.6,-27528.4,3680.56
149.335,-9.55001,1.24243,-8.30758,29113.5,-28769.3,2457.84
146.895,-9.57894,1.2607,-8.31824,29502.4,-28290.7,3290.74
148.47,-9.53427,1.19527,-8.339,28799,-28780.5,2119.91
146.583,-9.57721,1.21851,-8.3587,29431.3,-28064.8,3441.07
147.213,-9.49226,1.25448,-8.23778,29444.4,-26737.8,4790.16
150.826,-9.52508,1.26509,-8.25998,28648.6,-27683.4,3099.87
149.557,-9.58938,1.26333,-8.32604,28605.2,-28464.5,2257.5
149.536,-9.52165,1.19356,-8.32809,30470.2,-26750.2,5836.45
148.236,-9.58434,1.23006,-8.35428,29991.9,-28483.2,3606.77
150.325,-9.54204,1.22059,-8.32146,29384.2,-30327.5,1184.35
148.64,-9.57373,1.30467,-8.26906,28732.8,-30085.6,750.94
148.755,-9.56903,1.1767,-8.39233,28803,-29023.4,1885
145.86,-9.53002,1.26569,-8.26433,27930.3,-27588.5,2406.24
146.554,-9.62064,1.20482,-8.41581,28974.5,-29084.1,1964.64
148.323,-9.56808,1.19433,-8.37376,29814.8,-28113.8,3800.3
147.622,-9.57792,1.19274,-8.38518,29168.4,-27991.9,3265.94
149.532,-9.61079,1.22344,-8.38734,30060.2,-27629.4,4547.14
148.91,-9.57403,1.13335,-8.44068,28602.2,-25509.8,5199.95
151.243,-9.59702,1.21249,-8.38453,29177.9,-25504.7,5813.8
148.908,-9.68462,1.26454,-8.42008,29008.8,-29829.1,1287.23
147.498,-9.67191,1.23475,-8.43716,29036.4,-28799.5,2324.46
148.223,-9.68918,1.20649,-8.48269,28543.9,-27139.5,3502.3
145.84,-9.61539,1.26711,-8.34827,29001.5,-26341.8,4723.82
142.154,-9.71958,1.31791,-8.40167,30984.7,-29068.1,3928.54
146.257,-9.66972,1.24854,-8.42118,29132.7,-28961.3,2241.39
146.418,-9.59192,1.24792,-8.344,28766.9,-28622.5,2216.73
149.709,-9.47967,1.17206,-8.30761,28195,-25086.4,5227.55
149.362,-9.56549,1.27998,-8.28551,28597.6,-28944.2,1767.33
147.943,-9.55782,1.24935,-8.30847,28929,-28659,2363.94
147,-9.57557,1.219,-8.35657,29870.3,-28787.4,3163.49
143.27,-9.56399,1.21377,-8.35021,28660.6,-28685.8,2002.59
149.704,-9.54882,1.21077,-8.33805,29051.4,-27460.4,3709.85
147.525,-9.5294,1.213,-8.3164,29053.5,-26867.3,4274.27
149.532,-9.56373,1.18412,-8.37961,29289.9,-27849.9,3556.37
151.373,-9.59707,1.28207,-8.315,29266.9,-29253.3,2156.08
147.863,-9.54951,1.27692,-8.27259,29070.8,-29415.9,1747.63
149.387,-9.65669,1.27783,-8.37885,29840.4,-30416,1538.79
146.535,-9.6944,1.3135,-8.3809,28482.3,-29582.4,973.846
147.979,-9.577,1.2787,-8.2983,29291,-31163.4,221.964
147.069,-9.52035,1.18345,-8.3369,29715.5,-26771.5,5025.58
150.274,-9.6342,1.2977,-8.3365,29132.6,-29204.3,2055.24
149.064,-9.58631,1.19303,-8.39328,29346.1,-26086.7,5369.18
150.895,-9.57688,1.16113,-8.41576,30644.5,-26488.9,6291.29
149.852,-9.70541,1.24214,-8.46327,29516.4,-28427.9,3209.38
148.632,-9.7012,1.31277,-8.38843,30075.7,-28637.7,3541.64
149.32,-9.70691,1.26292,-8.44399,31504.9,-28132.7,5485.51
152.594,-9.67155,1.20168,-8.46987,30682.4,-27776.7,5065.45
149.477,-9.69566,1.26436,-8.4313,30886.7,-29957.2,3045.19
148.65,-9.67648,1.2098,-8.46668,31018.7,-28908.6,4214.01
151.245,-9.64462,1.17924,-8.46538,30898.5,-25967.2,7071.94
147.568,-9.72309,1.27201,-8.45108,31160.4,-28851.6,4397.45
148.855,-9.65329,1.2755,-8.37779,29961.5,-29988.6,2079.77
147.752,-9.62248,1.22986,-8.39263,29228.6,-29453.9,1865.82
149.552,-9.61833,1.23631,-8.38202,30412.8,-28018.2,4511.28
149.24,-9.62051,1.18111,-8.4394,29226.3,-27355.7,3982.87
151.363,-9.6199,1.23012,-8.38978,29178.9,-28378.5,2942.79
147.416,-9.71923,1.24374,-8.47549,31137.2,-29685.8,3537.89
147.218,-9.75047,1.32361,-8.42686,29709.1,-29725.3,2067.45
147.446,-9.63498,1.16916,-8.46583,30754.7,-25849.1,6992.44
146.411,-9.72815,1.23214,-8.49601,29584.1,-30407,1249.35
147.005,-9.63188,1.24426,-8.38762,30310.9,-28211.7,4179.89
149.912,-9.58755,1.1872,-8.40035,29408.5,-26454.1,5076.14
148.384,-9.60759,1.24582,-8.36178,30939.6,-27315,5724.68
148.589,-9.70492,1.33794,-8.36698,31064.4,-30388.6,2778.94
147.855,-9.60183,1.20689,-8.39494,30574.9,-27022.6,5644.97
147.205,-9.68407,1.29059,-8.39349,29973.3,-29594.9,2461.91
151.621,-9.67646,1.25165,-8.42481,29603.1,-28352.1,3396.98
146.984,-9.62083,1.17908,-8.44175,30363,-27644.4,4798.91
148.311,-9.74395,1.2629,-8.48105,30230.3,-27805.8,4523.62
150.004,-9.6975,1.28441,-8.41309,29738.9,-29829.6,2032.36
148.075,-9.72592,1.33642,-8.3895,30228.7,-29929.9,2394.56
149.044,-9.69586,1.19814,-8.49772,30102.6,-28218,3994.06
148.913,-9.605,1.15491,-8.45009,29219.7,-25328.4,5998.92
147.464,-9.73249,1.27277,-8.45972,29563.2,-27713.4,3936.92
145.513,-9.61719,1.20962,-8.40757,29206.1,-29251,2014.68
151.231,-9.63854,1.23525,-8.40329,28482.1,-28225.2,2397.31
150.21,-9.58019,1.2623,-8.31789,30005.7,-29967.9,2163.82
152.159,-9.52478,1.21287,-8.31191,29571,-26423.6,5300.96
147.839,-9.59319,1.27156,-8.32163,30354,-29616.6,2829.8
147.189,-9.62436,1.24233,-8.38203,29022.1,-28571,2534.39
150.901,-9.6799,1.21522,-8.46468,29064,-26830.7,4369.1
146.951,-9.63908,1.21249,-8.42659,29081.5,-29287.6,1873.81
147.187,-9.545,1.21855,-8.32645,30411.3,-26360.4,6134.14
145.484,-9.62997,1.18025,-8.44972,30098.6,-28035.1,4122.61
148.254,-9.6475,1.24166,-8.40584,29038.6,-27158,3978.89
148.122,-9.63445,1.22209,-8.41236,29513.8,-28525.8,3084.41
148.428,-9.66644,1.28535,-8.38109,29522.4,-28000.8,3622.41
145.364,-9.60003,1.22423,-8.37579,28955.1,-27650.9,3361.63
147.611,-9.609,1.26068,-8.34832,28605.1,-28193.7,2500.6
147.291,-9.5804,1.29378,-8.28662,28670.7,-27170.8,3584.62
147.17,-9.4418,1.18438,-8.25743,29356.9,-27786.3,3653.56
148.637,-9.57736,1.24026,-8.3371,29267.2,-29371.3,1999.63
151.241,-9.5685,1.22048,-8.34802,28977.4,-29152.1,1965.87
150.209,-9.52449,1.21408,-8.31041,30407.3,-26791.4,5741.85
149.42,-9.74486,1.26176,-8.4831,29366.4,-30000.7,1480.43
146.657,-9.67062,1.27693,-8.3937,30366.9,-28855.2,3587.42
147.445,-9.52662,1.2128,-8.31382,30668.9,-26320.6,6435.13
147.311,-9.75736,1.3059,-8.45145,29553,-29582.8,2055.18
150.164,-9.60681,1.24339,-8.36343,30196.2,-27611.9,4709.62
148.854,-9.52384,1.23965,-8.28419,30063,-27485.6,4684.29
149.457,-9.5862,1.1702,-8.416,28910.9,-26169,4857.23
148.548,-9.63594,1.22746,-8.40848,30075.7,-29646.5,2531.69
147.109,-9.60947,1.30103,-8.30843,29567.7,-28806,2843.76
146.322,-9.64167,1.26249,-8.37918,29659.5,-26948.5,4782.03
150.561,-9.63188,1.22021,-8.41167,29981.3,-28174.5,3937.79
150.422,-9.75204,1.31597,-8.43607,30725.6,-30572.7,2281.94
147.198,-9.6918,1.18743,-8.50438,30395.7,-27375.8,5103.29
146.31,-9.73357,1.31472,-8.41884,30764.6,-31035.2,1800.15
